                     Time,        BattPer,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,     RD0_raw_us,  RD0_raw_us_sd,         RD0_us,      RD0_us_sd,         LTC0_v,      LTC0_v_sd,        RD0_raw,        RD1_raw,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  02/04/2025 15:14:02.684,    4.36431e+01,   -7.13593e-02,    0.00000e+00,    1.23698e+03,    0.00000e+00,   -5.45994e+02,    0.00000e+00,   -7.14477e-02,    0.00000e+00,    7.70482e+02,    0.00000e+00,    2.23184e+01,    0.00000e+00,    2.60655e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.94224e+00,    0.00000e+00,   -1.01800e+00,    0.00000e+00,        1.94273,               ,              0,             -1,       Disabled
  02/04/2025 15:14:03.539,    4.65663e+01,    2.09841e+00,    0.00000e+00,    5.80073e+03,    0.00000e+00,    4.50480e+02,    0.00000e+00,    2.11065e+00,    0.00000e+00,    7.71975e+02,    0.00000e+00,    2.23220e+01,    0.00000e+00,    2.61007e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95628e+00,    0.00000e+00,   -1.01800e+00,    0.00000e+00,        1.95494,               ,              3,             -1,       Disabled
  02/04/2025 15:14:04.393,    4.67346e+01,    2.09622e+00,    0.00000e+00,    5.73738e+03,    0.00000e+00,    4.47175e+02,    0.00000e+00,    2.10832e+00,    0.00000e+00,    7.72059e+02,    0.00000e+00,    2.23216e+01,    0.00000e+00,    2.61055e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95858e+00,    0.00000e+00,   -1.01738e+00,    0.00000e+00,        1.95722,               ,              3,             -1,       Disabled
  02/04/2025 15:14:05.248,    4.68283e+01,    2.09900e+00,    0.00000e+00,    5.72700e+03,    0.00000e+00,    4.49888e+02,    0.00000e+00,    2.11109e+00,    0.00000e+00,    7.72120e+02,    0.00000e+00,    2.23220e+01,    0.00000e+00,    2.61108e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95702e+00,    0.00000e+00,   -1.01738e+00,    0.00000e+00,        1.95564,               ,              3,             -1,       Disabled
  02/04/2025 15:14:06.103,    4.68175e+01,    2.09859e+00,    0.00000e+00,    5.70245e+03,    0.00000e+00,    4.55329e+02,    0.00000e+00,    2.11063e+00,    0.00000e+00,    7.72108e+02,    0.00000e+00,    2.23262e+01,    0.00000e+00,    2.61133e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95758e+00,    0.00000e+00,   -1.01708e+00,    0.00000e+00,        1.95618,               ,              3,             -1,       Disabled
  02/04/2025 15:14:06.956,    4.67784e+01,    2.09952e+00,    0.00000e+00,    5.68048e+03,    0.00000e+00,    4.60198e+02,    0.00000e+00,    2.11151e+00,    0.00000e+00,    7.72140e+02,    0.00000e+00,    2.23269e+01,    0.00000e+00,    2.61180e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95655e+00,    0.00000e+00,   -1.01708e+00,    0.00000e+00,        1.95513,               ,              3,             -1,       Disabled
  02/04/2025 15:14:07.811,    4.66776e+01,    2.09980e+00,    0.00000e+00,    5.64609e+03,    0.00000e+00,    4.65528e+02,    0.00000e+00,    2.11172e+00,    0.00000e+00,    7.72174e+02,    0.00000e+00,    2.23310e+01,    0.00000e+00,    2.61206e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95626e+00,    0.00000e+00,   -1.01695e+00,    0.00000e+00,        1.95482,               ,              3,             -1,       Disabled
  02/04/2025 15:14:08.665,    4.67481e+01,    2.09753e+00,    0.00000e+00,    5.70265e+03,    0.00000e+00,    4.69431e+02,    0.00000e+00,    2.10956e+00,    0.00000e+00,    7.72158e+02,    0.00000e+00,    2.23319e+01,    0.00000e+00,    2.61245e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95758e+00,    0.00000e+00,   -1.01695e+00,    0.00000e+00,        1.95613,               ,              3,             -1,       Disabled
  02/04/2025 15:14:09.520,    4.66862e+01,    2.09795e+00,    0.00000e+00,    5.52795e+03,    0.00000e+00,    4.69503e+02,    0.00000e+00,    2.10961e+00,    0.00000e+00,    7.72154e+02,    0.00000e+00,    2.23303e+01,    0.00000e+00,    2.61275e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95671e+00,    0.00000e+00,   -1.01695e+00,    0.00000e+00,        1.95526,               ,              3,             -1,       Disabled
  02/04/2025 15:14:10.375,    4.67413e+01,    2.09346e+00,    0.00000e+00,    5.26124e+03,    0.00000e+00,    4.59037e+02,    0.00000e+00,    2.10454e+00,    0.00000e+00,    7.72104e+02,    0.00000e+00,    2.23357e+01,    0.00000e+00,    2.61320e+01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.95647e+00,    0.00000e+00,   -1.01695e+00,    0.00000e+00,        1.95504,               ,              3,             -1,       Disabled
