type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-04-08 10:21:51,53.47431160,-2.23730018,3.79,42.439,51.391,1.360,155,31,44,,
T,2025-04-08 10:21:52,53.47430137,-2.23728489,3.79,42.152,51.391,1.440,133,31,44,,
T,2025-04-08 10:21:53,53.47428949,-2.23727267,3.79,42.591,51.391,1.420,153,31,44,,
T,2025-04-08 10:21:54,53.47428362,-2.23725326,4.73,43.561,51.391,1.150,125,31,44,,
T,2025-04-08 10:21:55,53.47427626,-2.23724123,4.50,44.681,51.391,1.200,153,31,44,,
T,2025-04-08 10:21:56,53.47426422,-2.23723280,4.70,45.515,51.390,1.370,155,31,44,,
T,2025-04-08 10:21:57,53.47425339,-2.23722055,5.43,45.817,51.390,1.230,143,29,44,,
T,2025-04-08 10:21:58,53.47424799,-2.23720640,5.60,47.762,51.390,1.250,126,28,44,,
T,2025-04-08 10:21:59,53.47424544,-2.23719311,5.28,49.631,51.390,1.070,120,28,44,,
T,2025-04-08 10:22:00,53.47424469,-2.23718215,5.26,51.366,51.390,0.960,117,29,44,,
T,2025-04-08 10:22:01,53.47423786,-2.23717896,4.73,52.453,51.390,1.270,130,30,44,,
T,2025-04-08 10:22:02,53.47422461,-2.23719372,4.67,51.951,51.390,1.380,165,30,44,,
T,2025-04-08 10:22:03,53.47420919,-2.23721609,4.43,51.479,51.390,1.410,180,31,44,,
T,2025-04-08 10:22:04,53.47419167,-2.23723918,4.71,51.670,51.390,1.430,189,31,44,,
T,2025-04-08 10:22:05,53.47417858,-2.23726892,4.54,50.448,51.391,1.340,201,32,44,,
T,2025-04-08 10:22:06,53.47417200,-2.23728986,4.25,50.779,51.391,1.190,218,32,44,,
T,2025-04-08 10:22:07,53.47416119,-2.23730489,3.79,51.263,51.391,1.650,188,32,44,,
T,2025-04-08 10:22:08,53.47415905,-2.23731471,3.79,50.670,51.391,0.900,175,32,44,,
T,2025-04-08 10:22:09,53.47414811,-2.23730502,3.79,50.472,51.391,1.280,145,32,44,,
T,2025-04-08 10:22:10,53.47413947,-2.23730715,3.79,49.303,51.391,1.130,151,32,44,,
T,2025-04-08 10:22:11,53.47413199,-2.23730327,3.79,49.146,51.391,1.300,125,32,44,,
T,2025-04-08 10:22:12,53.47412518,-2.23729435,3.79,48.197,51.391,1.210,123,32,44,,
T,2025-04-08 10:22:13,53.47412188,-2.23727642,3.79,47.561,51.391,1.370,102,32,44,,
T,2025-04-08 10:22:14,53.47411999,-2.23726225,3.79,48.155,51.391,1.250,105,32,44,,
T,2025-04-08 10:22:15,53.47412128,-2.23724437,3.79,46.186,51.390,1.230,104,32,44,,
T,2025-04-08 10:22:16,53.47412010,-2.23723181,3.79,45.479,51.390,1.140,112,32,44,,
T,2025-04-08 10:22:17,53.47411577,-2.23722547,3.79,42.695,51.390,0.970,122,31,44,,
T,2025-04-08 10:22:18,53.47410792,-2.23721569,3.79,42.544,51.390,1.070,135,31,44,,
T,2025-04-08 10:22:19,53.47409681,-2.23720741,3.79,41.862,51.390,1.120,154,32,44,,
T,2025-04-08 10:22:20,53.47408484,-2.23719572,3.79,41.094,51.390,1.190,152,34,44,,
T,2025-04-08 10:22:21,53.47407391,-2.23718464,3.79,41.008,51.390,1.090,156,34,44,,
T,2025-04-08 10:22:22,53.47406264,-2.23717155,3.79,40.517,51.390,1.210,151,34,44,,
T,2025-04-08 10:22:23,53.47405124,-2.23715642,3.79,40.889,51.390,1.260,150,34,44,,
T,2025-04-08 10:22:24,53.47404008,-2.23714268,3.79,41.264,51.390,1.280,151,34,44,,
T,2025-04-08 10:22:25,53.47402872,-2.23713158,3.79,41.312,51.390,1.280,156,34,44,,
T,2025-04-08 10:22:26,53.47401725,-2.23712360,3.79,41.147,51.390,1.200,164,34,44,,
T,2025-04-08 10:22:27,53.47400613,-2.23711690,3.79,41.737,51.390,1.220,162,33,44,,
T,2025-04-08 10:22:28,53.47399433,-2.23710547,3.79,41.593,51.390,1.260,153,32,44,,
T,2025-04-08 10:22:29,53.47398285,-2.23709592,3.79,42.109,51.390,1.280,158,32,44,,
T,2025-04-08 10:22:30,53.47397308,-2.23709020,3.79,42.910,51.390,1.300,168,32,44,,
T,2025-04-08 10:22:31,53.47396216,-2.23708400,3.79,43.067,51.390,1.310,168,32,44,,
T,2025-04-08 10:22:32,53.47395088,-2.23707587,3.79,43.170,51.390,1.280,160,31,44,,
T,2025-04-08 10:22:33,53.47393857,-2.23706683,3.79,43.021,51.390,1.320,156,31,44,,
T,2025-04-08 10:22:34,53.47392520,-2.23705777,3.79,42.676,51.390,1.320,157,31,44,,
T,2025-04-08 10:22:35,53.47391351,-2.23704601,3.79,43.007,51.390,1.290,157,31,44,,
T,2025-04-08 10:22:36,53.47390160,-2.23703687,3.79,42.812,51.390,1.350,149,31,44,,
T,2025-04-08 10:22:37,53.47388892,-2.23702946,3.79,42.516,51.390,1.290,154,31,44,,
T,2025-04-08 10:22:38,53.47387561,-2.23702606,3.79,42.374,51.390,1.280,157,30,44,,
T,2025-04-08 10:22:39,53.47386262,-2.23702064,3.79,42.686,51.390,1.330,154,31,44,,
T,2025-04-08 10:22:40,53.47384866,-2.23701162,3.79,43.412,51.390,1.350,157,32,44,,
T,2025-04-08 10:22:41,53.47383634,-2.23700034,3.79,44.105,51.390,1.220,161,32,44,,
T,2025-04-08 10:22:42,53.47382341,-2.23699154,3.79,44.380,51.390,1.310,154,32,44,,
T,2025-04-08 10:22:43,53.47381096,-2.23698067,3.79,44.480,51.390,1.320,147,32,44,,
T,2025-04-08 10:22:44,53.47379900,-2.23697253,3.79,44.881,51.390,1.300,150,33,44,,
T,2025-04-08 10:22:45,53.47378849,-2.23696349,3.79,45.364,51.390,1.200,157,34,44,,
T,2025-04-08 10:22:46,53.47377667,-2.23696233,3.79,45.407,51.390,1.270,172,33,44,,
T,2025-04-08 10:22:47,53.47376509,-2.23695793,3.79,45.749,51.390,1.300,163,32,44,,
T,2025-04-08 10:22:48,53.47375303,-2.23694636,3.79,46.137,51.390,1.290,149,32,44,,
T,2025-04-08 10:22:49,53.47374321,-2.23693671,3.79,46.130,51.390,1.250,155,33,44,,
T,2025-04-08 10:22:50,53.47373340,-2.23692666,3.79,46.442,51.390,1.170,148,33,44,,
T,2025-04-08 10:22:51,53.47372442,-2.23691793,3.79,46.384,51.390,1.180,154,32,44,,
T,2025-04-08 10:22:52,53.47371596,-2.23690976,3.79,45.850,51.390,1.200,158,32,44,,
T,2025-04-08 10:22:53,53.47370922,-2.23689948,3.79,45.492,51.390,1.210,151,32,44,,
T,2025-04-08 10:22:54,53.47370045,-2.23689077,3.79,45.149,51.390,1.200,158,31,44,,
T,2025-04-08 10:22:55,53.47369195,-2.23688667,3.79,44.308,51.390,1.180,173,31,44,,
T,2025-04-08 10:22:56,53.47368341,-2.23687745,3.79,44.082,51.390,1.220,156,31,44,,
T,2025-04-08 10:22:57,53.47367543,-2.23686998,3.79,43.927,51.390,1.180,160,32,44,,
T,2025-04-08 10:22:58,53.47366785,-2.23685884,3.79,43.562,51.390,1.250,146,32,44,,
T,2025-04-08 10:22:59,53.47366003,-2.23684663,3.79,43.482,51.390,1.280,146,32,44,,
T,2025-04-08 10:23:00,53.47365206,-2.23683554,3.79,43.601,51.390,1.210,148,32,44,,
T,2025-04-08 10:23:01,53.47364241,-2.23682533,3.79,43.693,51.390,1.300,152,32,44,,
T,2025-04-08 10:23:02,53.47363371,-2.23682031,3.79,43.876,51.390,1.140,163,32,44,,
T,2025-04-08 10:23:03,53.47362447,-2.23681364,3.79,44.061,51.390,1.230,158,30,44,,
T,2025-04-08 10:23:04,53.47361561,-2.23680548,3.79,44.346,51.390,1.240,155,30,44,,
T,2025-04-08 10:23:05,53.47360541,-2.23679582,3.79,44.298,51.390,1.300,156,28,44,,
T,2025-04-08 10:23:06,53.47359424,-2.23678710,3.79,44.327,51.390,1.310,157,28,44,,
T,2025-04-08 10:23:07,53.47358394,-2.23677714,3.79,44.335,51.389,1.310,156,28,44,,
T,2025-04-08 10:23:08,53.47357276,-2.23676864,3.79,44.533,51.389,1.320,159,28,44,,
T,2025-04-08 10:23:09,53.47356296,-2.23675490,3.79,44.653,51.389,1.400,143,27,44,,
T,2025-04-08 10:23:10,53.47355295,-2.23674318,3.79,45.401,51.389,1.250,138,27,44,,
T,2025-04-08 10:23:11,53.47354331,-2.23673194,3.79,45.787,51.389,1.270,141,27,44,,
T,2025-04-08 10:23:12,53.47353199,-2.23672337,3.79,46.313,51.389,1.290,156,25,44,,
T,2025-04-08 10:23:13,53.47352255,-2.23671470,3.79,46.563,51.389,1.260,156,26,44,,
T,2025-04-08 10:23:14,53.47351269,-2.23670837,3.79,46.654,51.389,1.300,164,25,44,,
T,2025-04-08 10:23:15,53.47350391,-2.23669514,3.79,46.475,51.389,1.370,142,27,44,,
T,2025-04-08 10:23:16,53.47349454,-2.23668559,3.79,46.592,51.389,1.270,154,28,44,,
T,2025-04-08 10:23:17,53.47348481,-2.23667785,3.79,46.401,51.389,1.180,157,28,44,,
T,2025-04-08 10:23:18,53.47347586,-2.23667273,3.79,46.188,51.389,1.220,158,29,44,,
T,2025-04-08 10:23:19,53.47346482,-2.23666712,3.79,46.086,51.389,1.240,172,30,44,,
T,2025-04-08 10:23:20,53.47345268,-2.23666141,3.79,46.336,51.389,1.290,164,30,44,,
T,2025-04-08 10:23:21,53.47344048,-2.23666140,3.79,46.322,51.389,1.250,171,31,44,,
T,2025-04-08 10:23:22,53.47342875,-2.23665220,3.79,46.034,51.389,1.290,160,30,44,,
T,2025-04-08 10:23:23,53.47341983,-2.23664143,3.79,45.803,51.389,1.260,152,29,44,,
T,2025-04-08 10:23:24,53.47341429,-2.23662474,3.79,45.713,51.389,1.390,125,29,44,,
T,2025-04-08 10:23:25,53.47340614,-2.23660556,3.79,45.409,51.389,1.630,130,29,44,,
T,2025-04-08 10:23:26,53.47339783,-2.23659593,3.79,45.490,51.389,1.240,148,29,44,,
T,2025-04-08 10:23:27,53.47339004,-2.23658974,3.79,45.502,51.389,1.180,154,29,44,,
T,2025-04-08 10:23:28,53.47338127,-2.23658296,3.79,45.185,51.389,1.240,151,28,44,,
T,2025-04-08 10:23:29,53.47337325,-2.23657746,3.79,45.027,51.389,1.140,157,28,44,,
T,2025-04-08 10:23:30,53.47336434,-2.23656966,3.79,45.059,51.389,1.220,151,28,44,,
T,2025-04-08 10:23:31,53.47335573,-2.23656087,3.79,45.544,51.389,1.240,151,29,44,,
T,2025-04-08 10:23:32,53.47334861,-2.23655445,3.79,45.145,51.389,1.190,149,29,44,,
T,2025-04-08 10:23:33,53.47334144,-2.23654738,3.79,44.869,51.389,1.210,151,28,44,,
T,2025-04-08 10:23:34,53.47333311,-2.23654508,3.79,44.785,51.389,1.140,165,27,44,,
T,2025-04-08 10:23:35,53.47332447,-2.23653688,3.79,44.824,51.389,1.230,150,27,44,,
T,2025-04-08 10:23:36,53.47331617,-2.23653205,3.79,44.303,51.389,1.140,158,26,44,,
T,2025-04-08 10:23:37,53.47330785,-2.23653231,3.79,43.852,51.389,1.100,169,25,44,,
T,2025-04-08 10:23:38,53.47329944,-2.23653221,3.79,43.558,51.389,1.070,169,25,44,,
T,2025-04-08 10:23:39,53.47329040,-2.23652682,3.79,43.375,51.389,1.180,159,25,44,,
T,2025-04-08 10:23:40,53.47327983,-2.23651982,3.79,43.521,51.389,1.180,154,26,44,,
T,2025-04-08 10:23:41,53.47326883,-2.23651307,3.79,43.699,51.389,1.170,154,26,44,,
T,2025-04-08 10:23:42,53.47325892,-2.23650641,3.79,43.245,51.389,1.180,155,26,44,,
T,2025-04-08 10:23:43,53.47324964,-2.23650104,3.79,42.961,51.389,1.170,157,26,44,,
T,2025-04-08 10:23:44,53.47323891,-2.23649396,3.79,42.945,51.389,1.200,156,26,44,,
T,2025-04-08 10:23:45,53.47322700,-2.23648574,3.79,43.081,51.389,1.220,154,25,44,,
T,2025-04-08 10:23:46,53.47321567,-2.23647728,3.79,43.031,51.389,1.160,156,26,44,,
T,2025-04-08 10:23:47,53.47320468,-2.23646275,3.79,43.102,51.389,1.280,150,27,44,,
T,2025-04-08 10:23:48,53.47319291,-2.23644989,3.79,43.435,51.389,1.270,157,27,44,,
T,2025-04-08 10:23:49,53.47318191,-2.23644489,3.79,43.197,51.389,1.200,162,29,44,,
T,2025-04-08 10:23:50,53.47317203,-2.23643988,3.79,43.207,51.389,1.250,150,29,44,,
T,2025-04-08 10:23:51,53.47316401,-2.23643632,3.79,42.285,51.389,1.250,156,29,44,,
T,2025-04-08 10:23:52,53.47315546,-2.23642890,3.79,42.448,51.389,1.270,150,30,44,,
T,2025-04-08 10:23:53,53.47314727,-2.23642128,3.79,42.403,51.389,1.300,149,31,44,,
T,2025-04-08 10:23:54,53.47313869,-2.23641377,3.79,42.361,51.389,1.290,150,31,44,,
T,2025-04-08 10:23:55,53.47312944,-2.23640862,3.79,42.308,51.389,1.210,157,31,44,,
T,2025-04-08 10:23:56,53.47311999,-2.23640014,3.79,41.979,51.389,1.200,151,32,44,,
T,2025-04-08 10:23:57,53.47311188,-2.23638608,3.79,41.694,51.389,1.320,131,31,44,,
T,2025-04-08 10:23:58,53.47310468,-2.23636992,3.79,41.512,51.389,1.220,128,31,44,,
T,2025-04-08 10:23:59,53.47310218,-2.23636242,3.79,41.579,51.389,0.640,112,30,44,,
T,2025-04-08 10:24:00,53.47310537,-2.23634909,3.79,42.680,51.389,0.000,,30,44,,
T,2025-04-08 10:24:01,53.47310653,-2.23634334,3.79,42.859,51.389,0.000,,31,44,,
T,2025-04-08 10:24:02,53.47310679,-2.23634189,3.81,42.859,51.389,0.000,,31,44,,
T,2025-04-08 10:24:03,53.47310683,-2.23634153,3.79,42.857,51.389,0.000,,31,44,,
T,2025-04-08 10:24:04,53.47310679,-2.23634147,3.82,42.860,51.389,0.000,,30,44,,
T,2025-04-08 10:24:05,53.47310616,-2.23633390,3.79,43.197,51.389,0.530,93,30,44,,
T,2025-04-08 10:24:06,53.47310665,-2.23632339,3.83,43.142,51.389,0.720,86,30,44,,
T,2025-04-08 10:24:07,53.47310803,-2.23630730,3.81,43.120,51.389,1.180,88,30,44,,
T,2025-04-08 10:24:08,53.47311037,-2.23629137,3.84,43.452,51.388,1.090,76,30,44,,
T,2025-04-08 10:24:09,53.47311661,-2.23627440,3.79,44.053,51.388,1.220,67,30,44,,
T,2025-04-08 10:24:10,53.47312351,-2.23626218,3.79,43.326,51.388,1.200,79,30,44,,
T,2025-04-08 10:24:11,53.47312823,-2.23625321,3.79,42.519,51.388,1.200,84,30,44,,
T,2025-04-08 10:24:12,53.47313244,-2.23624185,3.79,42.141,51.388,1.240,86,30,44,,
T,2025-04-08 10:24:13,53.47313612,-2.23622997,3.79,42.415,51.388,1.240,79,30,44,,
T,2025-04-08 10:24:14,53.47313421,-2.23621538,3.79,41.849,51.388,1.390,107,30,44,,
T,2025-04-08 10:24:15,53.47312908,-2.23620165,3.79,42.244,51.388,1.230,119,31,44,,
T,2025-04-08 10:24:16,53.47312342,-2.23619182,3.79,41.582,51.388,1.230,128,32,44,,
T,2025-04-08 10:24:17,53.47311228,-2.23618358,3.82,42.186,51.388,1.390,154,32,44,,
T,2025-04-08 10:24:18,53.47310243,-2.23617482,3.93,42.514,51.388,1.230,153,32,44,,
T,2025-04-08 10:24:19,53.47309282,-2.23616510,3.97,42.690,51.388,1.210,151,31,44,,
T,2025-04-08 10:24:20,53.47308464,-2.23615143,4.04,42.543,51.388,1.220,135,30,44,,
T,2025-04-08 10:24:21,53.47307637,-2.23613911,4.13,42.281,51.388,1.170,132,30,44,,
T,2025-04-08 10:24:22,53.47306675,-2.23612761,4.18,42.119,51.388,1.250,140,29,44,,
T,2025-04-08 10:24:23,53.47305464,-2.23612166,4.21,41.956,51.388,1.290,162,29,44,,
T,2025-04-08 10:24:24,53.47304460,-2.23610745,4.26,41.479,51.388,1.420,129,29,44,,
T,2025-04-08 10:24:25,53.47303333,-2.23609930,4.44,41.670,51.388,1.190,149,28,44,,
T,2025-04-08 10:24:26,53.47302420,-2.23608791,4.55,41.733,51.388,1.190,135,29,44,,
T,2025-04-08 10:24:27,53.47301298,-2.23607702,4.62,41.888,51.388,1.280,149,29,44,,
T,2025-04-08 10:24:28,53.47300288,-2.23606652,4.88,41.870,51.388,1.200,143,29,44,,
T,2025-04-08 10:24:29,53.47299235,-2.23605905,5.15,41.740,51.388,1.170,147,30,44,,
T,2025-04-08 10:24:30,53.47298198,-2.23605587,4.99,41.107,51.388,1.230,150,30,44,,
T,2025-04-08 10:24:31,53.47297040,-2.23605522,5.06,40.510,51.388,1.140,160,30,44,,
T,2025-04-08 10:24:32,53.47295862,-2.23605525,5.35,39.850,51.388,1.190,157,30,44,,
T,2025-04-08 10:24:33,53.47294816,-2.23605330,5.34,39.600,51.388,1.180,150,31,44,,
T,2025-04-08 10:24:34,53.47293627,-2.23605405,5.25,39.315,51.388,1.210,160,31,44,,
T,2025-04-08 10:24:35,53.47292488,-2.23605771,4.97,38.292,51.388,1.180,166,31,44,,
T,2025-04-08 10:24:36,53.47291289,-2.23605940,4.88,38.073,51.388,1.170,166,31,44,,
T,2025-04-08 10:24:37,53.47290023,-2.23605524,4.73,38.085,51.388,1.280,153,31,44,,
T,2025-04-08 10:24:38,53.47288666,-2.23605832,4.61,38.157,51.388,1.220,166,31,44,,
T,2025-04-08 10:24:39,53.47287291,-2.23605967,4.47,37.877,51.388,1.230,159,31,44,,
T,2025-04-08 10:24:40,53.47286075,-2.23606072,4.52,37.365,51.388,1.100,157,31,44,,
T,2025-04-08 10:24:41,53.47284874,-2.23606099,4.30,37.187,51.388,1.090,156,31,44,,
T,2025-04-08 10:24:42,53.47283494,-2.23606225,4.21,36.914,51.388,1.180,158,31,44,,
T,2025-04-08 10:24:43,53.47282271,-2.23605804,4.20,37.599,51.388,1.170,152,31,44,,
T,2025-04-08 10:24:44,53.47281108,-2.23605508,4.34,37.842,51.388,1.160,151,31,44,,
T,2025-04-08 10:24:45,53.47279740,-2.23605636,4.31,37.705,51.388,1.190,165,31,44,,
T,2025-04-08 10:24:46,53.47278325,-2.23605609,4.31,37.372,51.388,1.230,162,31,44,,
T,2025-04-08 10:24:47,53.47277016,-2.23605259,4.34,37.346,51.388,1.200,151,31,44,,
T,2025-04-08 10:24:48,53.47275585,-2.23605234,4.33,37.387,51.388,1.200,162,32,44,,
T,2025-04-08 10:24:49,53.47274307,-2.23604801,4.25,37.481,51.388,1.250,150,32,44,,
T,2025-04-08 10:24:50,53.47272989,-2.23604372,4.36,37.508,51.388,1.240,155,31,44,,
T,2025-04-08 10:24:51,53.47271790,-2.23603668,4.21,37.723,51.388,1.250,147,31,44,,
T,2025-04-08 10:24:52,53.47270207,-2.23603740,4.07,37.474,51.388,1.320,169,32,44,,
T,2025-04-08 10:24:53,53.47268830,-2.23603608,4.00,37.101,51.388,1.230,162,32,44,,
T,2025-04-08 10:24:54,53.47267519,-2.23602960,3.99,37.169,51.388,1.320,151,29,44,,
T,2025-04-08 10:24:55,53.47266325,-2.23602307,4.03,36.962,51.388,1.240,146,29,44,,
T,2025-04-08 10:24:56,53.47265002,-2.23601940,3.79,36.700,51.388,1.270,160,30,44,,
T,2025-04-08 10:24:57,53.47263864,-2.23601159,3.79,36.637,51.388,1.290,143,32,44,,
T,2025-04-08 10:24:58,53.47262629,-2.23600420,3.79,36.484,51.388,1.260,141,32,44,,
T,2025-04-08 10:24:59,53.47260962,-2.23600156,3.79,36.689,51.388,1.330,155,32,44,,
T,2025-04-08 10:25:00,53.47259368,-2.23600293,3.79,36.413,51.388,1.220,153,32,44,,
T,2025-04-08 10:25:01,53.47257693,-2.23600618,3.79,36.567,51.388,1.280,158,32,44,,
T,2025-04-08 10:25:02,53.47256123,-2.23600667,3.79,37.063,51.388,1.250,155,32,44,,
T,2025-04-08 10:25:03,53.47254983,-2.23600079,3.79,36.618,51.388,1.310,145,32,44,,
T,2025-04-08 10:25:04,53.47254161,-2.23599357,3.79,35.133,51.388,1.220,145,33,44,,
T,2025-04-08 10:25:05,53.47253640,-2.23598248,3.79,34.133,51.388,1.260,141,33,44,,
T,2025-04-08 10:25:06,53.47252609,-2.23597381,3.79,34.330,51.388,1.310,156,32,44,,
T,2025-04-08 10:25:07,53.47251968,-2.23596492,3.79,33.050,51.388,1.240,147,30,44,,
T,2025-04-08 10:25:08,53.47251236,-2.23595297,3.79,32.861,51.388,1.280,150,29,44,,
T,2025-04-08 10:25:09,53.47250222,-2.23594258,3.79,33.601,51.388,1.250,149,29,44,,
T,2025-04-08 10:25:10,53.47249200,-2.23593057,3.79,34.162,51.388,1.280,154,29,44,,
T,2025-04-08 10:25:11,53.47248039,-2.23591945,3.79,35.579,51.388,1.270,160,29,44,,
T,2025-04-08 10:25:12,53.47246722,-2.23590942,3.79,36.098,51.388,1.320,153,29,44,,
T,2025-04-08 10:25:13,53.47245405,-2.23590056,3.79,36.776,51.388,1.260,151,29,44,,
T,2025-04-08 10:25:14,53.47244025,-2.23589425,3.79,36.671,51.388,1.270,155,29,44,,
T,2025-04-08 10:25:15,53.47242767,-2.23588475,3.79,37.344,51.388,1.270,151,29,44,,
T,2025-04-08 10:25:16,53.47241491,-2.23587078,3.79,37.583,51.388,1.260,148,28,44,,
T,2025-04-08 10:25:17,53.47240153,-2.23585428,3.79,38.718,51.388,1.340,146,28,44,,
T,2025-04-08 10:25:18,53.47238876,-2.23583780,3.79,40.255,51.388,1.270,145,28,44,,
T,2025-04-08 10:25:19,53.47237615,-2.23582571,3.79,41.222,51.387,1.290,148,28,44,,
T,2025-04-08 10:25:20,53.47236564,-2.23581571,3.79,42.533,51.387,1.170,148,29,44,,
T,2025-04-08 10:25:21,53.47235969,-2.23579486,3.79,43.426,51.387,1.610,107,29,44,,
T,2025-04-08 10:25:22,53.47235434,-2.23577977,3.79,43.652,51.387,1.260,112,29,44,,
T,2025-04-08 10:25:23,53.47235076,-2.23577091,3.79,43.793,51.387,0.930,138,29,44,,
T,2025-04-08 10:25:24,53.47235168,-2.23575153,3.79,43.594,51.387,1.290,113,29,44,,
T,2025-04-08 10:25:25,53.47235557,-2.23575013,3.79,43.293,51.387,0.000,,30,44,,
T,2025-04-08 10:25:26,53.47235682,-2.23575060,3.79,43.296,51.387,0.000,,29,44,,
T,2025-04-08 10:25:27,53.47235716,-2.23575060,3.79,43.301,51.387,0.000,,29,44,,
T,2025-04-08 10:25:28,53.47235726,-2.23575055,3.79,43.304,51.387,0.000,,29,44,,
T,2025-04-08 10:25:29,53.47235732,-2.23575045,3.79,43.308,51.387,0.000,,29,44,,
T,2025-04-08 10:25:30,53.47235730,-2.23575035,3.79,43.324,51.387,0.000,,29,44,,
T,2025-04-08 10:25:31,53.47235735,-2.23575020,3.79,43.318,51.387,0.000,,30,44,,
T,2025-04-08 10:25:32,53.47235739,-2.23575012,3.81,43.306,51.387,0.000,,30,44,,
T,2025-04-08 10:25:33,53.47235740,-2.23574995,3.86,43.326,51.387,0.000,,30,44,,
T,2025-04-08 10:25:34,53.47235744,-2.23574968,3.84,43.339,51.387,0.000,,30,44,,
T,2025-04-08 10:25:35,53.47235747,-2.23574947,3.79,43.348,51.387,0.000,,30,44,,
T,2025-04-08 10:25:36,53.47235749,-2.23574930,3.79,43.359,51.387,0.000,,30,44,,
T,2025-04-08 10:25:37,53.47235752,-2.23574915,3.79,43.368,51.387,0.000,,29,44,,
T,2025-04-08 10:25:38,53.47235756,-2.23574898,3.79,43.372,51.387,0.000,,28,44,,
T,2025-04-08 10:25:39,53.47235764,-2.23574879,3.82,43.370,51.387,0.000,,27,44,,
T,2025-04-08 10:25:40,53.47235774,-2.23574864,3.84,43.373,51.387,0.000,,26,44,,
T,2025-04-08 10:25:41,53.47236119,-2.23574665,3.90,43.112,51.387,0.000,,25,44,,
T,2025-04-08 10:25:42,53.47236417,-2.23574416,3.89,43.103,51.387,0.000,,27,44,,
T,2025-04-08 10:25:43,53.47236485,-2.23574349,3.96,43.110,51.387,0.000,,27,44,,
T,2025-04-08 10:25:44,53.47236498,-2.23574322,4.05,43.106,51.387,0.000,,29,44,,
T,2025-04-08 10:25:45,53.47236499,-2.23574308,4.18,43.098,51.387,0.000,,29,44,,
T,2025-04-08 10:25:46,53.47236495,-2.23574288,4.24,43.110,51.387,0.000,,29,44,,
T,2025-04-08 10:25:47,53.47236492,-2.23574271,4.21,43.119,51.387,0.000,,29,44,,
T,2025-04-08 10:25:48,53.47236486,-2.23574250,4.22,43.133,51.387,0.000,,27,44,,
T,2025-04-08 10:25:49,53.47236675,-2.23573646,4.22,41.839,51.387,0.240,107,27,44,,
T,2025-04-08 10:25:50,53.47236417,-2.23572802,4.11,39.911,51.387,0.660,162,27,44,,
T,2025-04-08 10:25:51,53.47236033,-2.23571647,4.24,38.842,51.387,0.890,147,29,44,,
T,2025-04-08 10:25:52,53.47235645,-2.23569744,4.14,38.467,51.387,1.250,146,29,44,,
T,2025-04-08 10:25:53,53.47235240,-2.23567859,4.00,39.051,51.387,1.260,147,29,44,,
T,2025-04-08 10:25:54,53.47235028,-2.23565481,4.01,39.178,51.387,1.230,144,30,44,,
T,2025-04-08 10:25:55,53.47234620,-2.23563210,3.90,39.188,51.387,1.340,142,30,44,,
T,2025-04-08 10:25:56,53.47234505,-2.23561548,3.88,38.176,51.387,1.220,147,30,44,,
T,2025-04-08 10:25:57,53.47234180,-2.23560196,3.87,37.989,51.387,1.210,159,32,44,,
T,2025-04-08 10:25:58,53.47233832,-2.23558669,3.82,37.798,51.387,1.120,152,31,44,,
T,2025-04-08 10:25:59,53.47233654,-2.23557097,3.79,37.772,51.387,0.890,147,31,44,,
T,2025-04-08 10:26:00,53.47233338,-2.23555505,3.79,37.318,51.387,1.100,146,30,44,,
T,2025-04-08 10:26:01,53.47232976,-2.23553828,3.79,37.489,51.387,1.070,141,29,44,,
T,2025-04-08 10:26:02,53.47231260,-2.23554498,3.79,37.992,51.387,2.380,202,29,44,,
T,2025-04-08 10:26:03,53.47230421,-2.23555159,3.99,39.072,51.387,1.260,216,29,44,,
T,2025-04-08 10:26:04,53.47229839,-2.23555703,3.89,37.320,51.387,1.150,214,30,44,,
T,2025-04-08 10:26:05,53.47229331,-2.23554815,3.79,38.578,51.387,0.970,163,30,44,,
T,2025-04-08 10:26:06,53.47228894,-2.23553781,3.79,37.183,51.387,1.260,153,29,44,,
T,2025-04-08 10:26:07,53.47228587,-2.23552356,3.80,36.893,51.387,1.250,138,28,44,,
T,2025-04-08 10:26:08,53.47227951,-2.23550873,3.79,38.108,51.387,1.230,143,29,44,,
T,2025-04-08 10:26:09,53.47227475,-2.23549223,3.79,38.599,51.387,1.100,142,29,44,,
T,2025-04-08 10:26:10,53.47227271,-2.23547965,3.79,38.205,51.387,0.750,146,30,44,,
T,2025-04-08 10:26:11,53.47226867,-2.23546253,3.79,38.805,51.387,1.070,143,32,44,,
T,2025-04-08 10:26:12,53.47227047,-2.23545776,3.79,38.808,51.387,0.000,,32,44,,
T,2025-04-08 10:26:13,53.47227118,-2.23545690,3.79,38.863,51.387,0.000,,34,44,,
T,2025-04-08 10:26:14,53.47227126,-2.23545651,3.85,38.929,51.387,0.000,,34,44,,
T,2025-04-08 10:26:15,53.47227121,-2.23545626,3.91,38.983,51.387,0.000,,33,44,,
T,2025-04-08 10:26:16,53.47227007,-2.23545030,3.91,39.188,51.387,0.300,122,32,44,,
T,2025-04-08 10:26:17,53.47226741,-2.23543958,3.86,40.339,51.387,0.710,127,30,44,,
T,2025-04-08 10:26:18,53.47226548,-2.23542689,3.79,40.933,51.387,0.850,120,30,44,,
