type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-04-08 10:45:07,53.4750227,-2.24173684,3.79,36.943,51.399,0.0,,28,46,,
T,2025-04-08 10:45:08,53.4750227,-2.24173681,3.79,36.933,51.399,0.0,,28,46,,
T,2025-04-08 10:45:09,53.47502273,-2.24173683,3.79,36.922,51.399,0.0,,29,46,,
T,2025-04-08 10:45:10,53.47502276,-2.24173684,3.79,36.912,51.399,0.0,,29,46,,
T,2025-04-08 10:45:11,53.47502281,-2.24173686,3.79,36.894,51.399,0.0,,29,46,,
T,2025-04-08 10:45:12,53.47502287,-2.24173689,3.79,36.867,51.399,0.0,,29,46,,
T,2025-04-08 10:45:13,53.47502291,-2.24173692,3.79,36.851,51.399,0.0,,29,46,,
T,2025-04-08 10:45:14,53.4750229,-2.24173696,3.79,36.847,51.399,0.0,,29,46,,
T,2025-04-08 10:45:15,53.47502287,-2.24173704,3.79,36.844,51.399,0.0,,29,46,,
T,2025-04-08 10:45:16,53.47502282,-2.24173705,3.79,36.848,51.399,0.0,,29,46,,
T,2025-04-08 10:45:17,53.47502279,-2.24173708,3.79,36.842,51.399,0.0,,29,46,,
T,2025-04-08 10:45:18,53.47502277,-2.24173708,3.79,36.845,51.399,0.0,,29,46,,
T,2025-04-08 10:45:19,53.47502272,-2.24173706,3.79,36.866,51.399,0.0,,28,46,,
T,2025-04-08 10:45:20,53.47502262,-2.24173701,3.79,36.889,51.399,0.0,,28,46,,
T,2025-04-08 10:45:21,53.47502253,-2.24173695,3.79,36.9,51.399,0.0,,28,46,,
T,2025-04-08 10:45:22,53.47502253,-2.24173693,3.79,36.889,51.399,0.0,,28,46,,
T,2025-04-08 10:45:23,53.47502253,-2.24173697,3.79,36.871,51.399,0.0,,28,46,,
T,2025-04-08 10:45:24,53.47502253,-2.24173698,3.79,36.862,51.399,0.0,,28,46,,
T,2025-04-08 10:45:25,53.47502252,-2.24173698,3.79,36.862,51.399,0.0,,27,46,,
T,2025-04-08 10:45:26,53.47502249,-2.24173698,3.79,36.867,51.399,0.0,,27,46,,
T,2025-04-08 10:45:27,53.47502244,-2.24173696,3.79,36.881,51.399,0.0,,28,46,,
T,2025-04-08 10:45:28,53.47502243,-2.24173698,3.79,36.875,51.399,0.0,,29,46,,
T,2025-04-08 10:45:29,53.47502254,-2.24173994,3.79,36.043,51.399,0.17,332.0,30,46,,
T,2025-04-08 10:45:30,53.47502414,-2.24174194,3.79,35.849,51.399,0.3,329.0,30,46,,
T,2025-04-08 10:45:31,53.47502682,-2.24174658,3.79,35.456,51.399,0.45,332.0,30,46,,
T,2025-04-08 10:45:32,53.47502955,-2.24175235,3.79,35.624,51.399,0.51,328.0,31,46,,
T,2025-04-08 10:45:33,53.47503238,-2.24175845,3.79,35.453,51.399,0.59,328.0,31,46,,
T,2025-04-08 10:45:34,53.47503385,-2.24176191,3.79,35.343,51.399,0.35,331.0,31,46,,
T,2025-04-08 10:45:35,53.47503293,-2.24179269,3.79,35.123,51.399,2.0,272.0,31,46,,
T,2025-04-08 10:45:36,53.47503416,-2.24181189,3.79,34.913,51.399,1.05,276.0,31,46,,
T,2025-04-08 10:45:37,53.47503714,-2.24182762,3.79,34.683,51.399,1.04,281.0,31,46,,
T,2025-04-08 10:45:38,53.47505171,-2.24183735,3.79,35.96,51.399,1.78,339.0,32,46,,
T,2025-04-08 10:45:39,53.47505767,-2.24183751,3.79,36.272,51.399,0.76,344.0,30,46,,
T,2025-04-08 10:45:40,53.475066,-2.24183529,3.79,35.947,51.399,0.95,4.0,31,46,,
T,2025-04-08 10:45:41,53.47507325,-2.24183708,3.79,35.867,51.399,0.82,343.0,30,46,,
T,2025-04-08 10:45:42,53.47507889,-2.24183405,3.79,35.811,51.399,0.73,357.0,31,46,,
T,2025-04-08 10:45:43,53.47508479,-2.2418304,3.79,35.185,51.399,0.79,359.0,31,46,,
T,2025-04-08 10:45:44,53.47508665,-2.24183557,3.79,34.258,51.399,0.66,298.0,31,46,,
T,2025-04-08 10:45:45,53.47508694,-2.24183974,3.79,33.376,51.399,0.26,279.0,31,46,,
T,2025-04-08 10:45:46,53.47508972,-2.24184029,3.79,33.733,51.399,0.44,331.0,30,46,,
T,2025-04-08 10:45:47,53.47509097,-2.24184361,3.79,31.985,51.399,0.51,326.0,30,46,,
T,2025-04-08 10:45:48,53.47509219,-2.24184485,3.79,32.088,51.399,0.28,328.0,30,46,,
T,2025-04-08 10:45:49,53.47509568,-2.24184609,3.79,32.292,51.399,0.58,334.0,31,46,,
T,2025-04-08 10:45:50,53.47509121,-2.24186395,3.79,31.182,51.399,0.78,271.0,32,46,,
T,2025-04-08 10:45:51,53.47508658,-2.2418778,3.79,31.009,51.399,0.87,247.0,32,46,,
T,2025-04-08 10:45:52,53.47508493,-2.24188005,3.79,31.061,51.399,0.0,,32,46,,
T,2025-04-08 10:45:53,53.47508463,-2.24188002,3.79,31.079,51.399,0.0,,31,46,,
T,2025-04-08 10:45:54,53.47508454,-2.24188008,3.79,31.08,51.399,0.0,,30,46,,
T,2025-04-08 10:45:55,53.47508451,-2.24188011,3.79,31.079,51.399,0.0,,30,46,,
T,2025-04-08 10:45:56,53.4750844,-2.2418801,3.79,31.108,51.399,0.0,,29,46,,
T,2025-04-08 10:45:57,53.47508427,-2.24188005,3.79,31.135,51.399,0.0,,28,46,,
T,2025-04-08 10:45:58,53.47508416,-2.24187996,3.79,31.15,51.399,0.0,,29,46,,
T,2025-04-08 10:45:59,53.47508408,-2.24187987,3.79,31.155,51.399,0.0,,33,46,,
T,2025-04-08 10:46:00,53.47508402,-2.2418798,3.79,31.16,51.399,0.0,,32,46,,
T,2025-04-08 10:46:01,53.47508391,-2.2418797,3.79,31.186,51.399,0.0,,32,46,,
T,2025-04-08 10:46:02,53.47508373,-2.24187137,3.79,31.25,51.399,0.42,89.0,31,46,,
T,2025-04-08 10:46:03,53.47508274,-2.24186336,3.79,31.728,51.399,0.41,96.0,31,46,,
T,2025-04-08 10:46:04,53.47508083,-2.24185751,3.79,31.617,51.399,0.2,119.0,30,46,,
T,2025-04-08 10:46:05,53.47507848,-2.24185455,3.79,31.559,51.399,0.0,,28,46,,
T,2025-04-08 10:46:06,53.47507457,-2.24185078,3.79,31.485,51.399,0.35,161.0,27,46,,
T,2025-04-08 10:46:07,53.47507261,-2.24184794,3.79,31.477,51.399,0.0,,28,46,,
T,2025-04-08 10:46:08,53.47507217,-2.24184717,3.79,31.494,51.399,0.0,,29,46,,
T,2025-04-08 10:46:09,53.47507203,-2.2418469,3.79,31.494,51.399,0.0,,28,46,,
T,2025-04-08 10:46:10,53.47507275,-2.24184908,3.79,31.387,51.399,0.4,299.0,28,46,,
T,2025-04-08 10:46:11,53.47507685,-2.24185407,3.79,31.561,51.399,0.54,311.0,28,46,,
T,2025-04-08 10:46:12,53.47507916,-2.24185447,3.79,31.597,51.399,0.22,315.0,27,46,,
T,2025-04-08 10:46:13,53.47508,-2.24185072,3.79,31.614,51.399,0.0,,28,46,,
T,2025-04-08 10:46:14,53.47508013,-2.24184975,3.79,31.636,51.399,0.0,,29,46,,
T,2025-04-08 10:46:15,53.47508016,-2.24184952,3.79,31.65,51.399,0.0,,29,46,,
T,2025-04-08 10:46:16,53.47508014,-2.24184943,3.79,31.659,51.399,0.0,,29,46,,
T,2025-04-08 10:46:17,53.47507954,-2.24184766,3.79,31.736,51.399,0.2,205.0,28,46,,
T,2025-04-08 10:46:18,53.47507684,-2.24184341,3.79,31.723,51.399,0.36,162.0,28,46,,
T,2025-04-08 10:46:19,53.47507205,-2.24183639,3.79,31.81,51.399,0.54,152.0,29,46,,
T,2025-04-08 10:46:20,53.47506592,-2.2418274,3.79,31.999,51.399,0.66,151.0,29,46,,
T,2025-04-08 10:46:21,53.47505996,-2.24181899,3.79,31.957,51.399,0.68,155.0,29,46,,
T,2025-04-08 10:46:22,53.47505428,-2.24180923,3.79,32.088,51.399,0.74,146.0,31,46,,
T,2025-04-08 10:46:23,53.47504844,-2.24179538,3.79,31.825,51.399,0.95,128.0,31,46,,
T,2025-04-08 10:46:24,53.47503992,-2.24178642,3.79,31.557,51.399,1.0,148.0,30,46,,
T,2025-04-08 10:46:25,53.47503006,-2.24177835,3.79,31.946,51.399,0.96,153.0,30,46,,
T,2025-04-08 10:46:26,53.47502073,-2.24176534,3.79,33.213,51.399,1.03,145.0,32,46,,
T,2025-04-08 10:46:27,53.47501461,-2.24175702,3.79,33.933,51.399,0.74,162.0,32,46,,
T,2025-04-08 10:46:28,53.47500239,-2.24176726,3.79,33.849,51.399,1.43,210.0,32,46,,
T,2025-04-08 10:46:29,53.47499097,-2.24176515,3.79,33.192,51.399,1.03,170.0,32,46,,
T,2025-04-08 10:46:30,53.47498193,-2.24176051,3.79,33.081,51.399,0.9,151.0,32,46,,
T,2025-04-08 10:46:31,53.47497259,-2.2417529,3.79,33.42,51.399,1.0,162.0,32,46,,
T,2025-04-08 10:46:32,53.47496369,-2.24174102,3.79,34.042,51.399,1.05,150.0,32,46,,
T,2025-04-08 10:46:33,53.47495543,-2.24173085,3.79,34.034,51.399,0.99,150.0,32,46,,
T,2025-04-08 10:46:34,53.47494687,-2.24172162,3.79,33.931,51.399,1.05,154.0,32,46,,
T,2025-04-08 10:46:35,53.47493785,-2.24171205,3.79,34.504,51.399,1.03,154.0,32,46,,
T,2025-04-08 10:46:36,53.47492925,-2.24170219,3.79,34.79,51.399,0.98,152.0,32,46,,
T,2025-04-08 10:46:37,53.47492077,-2.24169185,3.79,34.948,51.399,1.03,153.0,32,46,,
T,2025-04-08 10:46:38,53.47491219,-2.24167912,3.79,34.656,51.399,1.06,145.0,33,46,,
T,2025-04-08 10:46:39,53.47490329,-2.24166927,3.79,34.745,51.399,1.09,148.0,33,46,,
T,2025-04-08 10:46:40,53.4748945,-2.24166122,3.79,35.203,51.399,1.09,147.0,33,46,,
T,2025-04-08 10:46:41,53.47488675,-2.24165304,3.79,35.138,51.399,1.06,148.0,33,46,,
T,2025-04-08 10:46:42,53.4748782,-2.24164494,3.79,35.087,51.399,1.15,151.0,32,46,,
T,2025-04-08 10:46:43,53.47486915,-2.24164162,3.79,35.095,51.399,1.1,164.0,33,46,,
T,2025-04-08 10:46:44,53.47486113,-2.24163502,3.79,35.014,51.399,1.13,148.0,34,46,,
T,2025-04-08 10:46:45,53.47485212,-2.24163093,3.79,35.229,51.399,1.08,156.0,36,46,,
T,2025-04-08 10:46:46,53.47484244,-2.24162496,3.79,35.286,51.399,1.11,154.0,36,46,,
T,2025-04-08 10:46:47,53.47483434,-2.24161347,3.79,35.031,51.399,1.21,140.0,36,46,,
T,2025-04-08 10:46:48,53.474826,-2.24160244,3.79,34.678,51.399,1.16,143.0,37,46,,
T,2025-04-08 10:46:49,53.47481771,-2.24159218,3.79,34.698,51.399,1.09,149.0,36,46,,
T,2025-04-08 10:46:50,53.47481104,-2.24157947,3.79,35.22,51.399,1.11,134.0,35,46,,
T,2025-04-08 10:46:51,53.47480577,-2.24156385,3.79,35.537,51.399,0.99,132.0,34,46,,
T,2025-04-08 10:46:52,53.47480147,-2.24154889,4.19,36.033,51.399,1.03,128.0,33,46,,
T,2025-04-08 10:46:53,53.47479729,-2.24153376,4.75,36.634,51.398,1.02,126.0,33,46,,
T,2025-04-08 10:46:54,53.47479209,-2.24152216,4.99,37.761,51.398,1.0,129.0,32,46,,
T,2025-04-08 10:46:55,53.47478483,-2.24151306,4.22,37.688,51.398,1.04,140.0,32,46,,
T,2025-04-08 10:46:56,53.47477585,-2.24150914,4.71,38.677,51.398,0.98,165.0,32,46,,
T,2025-04-08 10:46:57,53.47476654,-2.24150441,4.7,39.725,51.398,0.99,160.0,32,46,,
T,2025-04-08 10:46:58,53.47476102,-2.24149318,4.27,39.922,51.398,0.99,140.0,32,46,,
T,2025-04-08 10:46:59,53.47475955,-2.2414811,4.19,40.469,51.398,0.0,,33,46,,
T,2025-04-08 10:47:00,53.47476441,-2.24148993,4.16,40.254,51.398,0.0,,33,46,,
T,2025-04-08 10:47:01,53.47476571,-2.24149231,4.09,40.219,51.398,0.0,,33,46,,
T,2025-04-08 10:47:02,53.47476612,-2.2414931,4.03,40.181,51.398,0.0,,33,46,,
T,2025-04-08 10:47:03,53.47476629,-2.24149345,3.89,40.149,51.398,0.0,,34,46,,
T,2025-04-08 10:47:04,53.47476644,-2.24149362,3.84,40.126,51.398,0.0,,32,46,,
T,2025-04-08 10:47:05,53.47476656,-2.24149371,3.79,40.102,51.398,0.0,,31,46,,
T,2025-04-08 10:47:06,53.47476658,-2.2414937,3.79,40.104,51.398,0.0,,27,46,,
T,2025-04-08 10:47:07,53.4747694,-2.24149435,3.79,39.024,51.398,0.24,108.0,27,46,,
T,2025-04-08 10:47:08,53.47477275,-2.24149807,3.79,39.034,51.398,0.0,,32,46,,
T,2025-04-08 10:47:09,53.47477367,-2.24149954,3.79,39.035,51.398,0.0,,32,46,,
T,2025-04-08 10:47:10,53.47477389,-2.24150016,3.79,39.056,51.398,0.0,,33,45,,
T,2025-04-08 10:47:11,53.47477261,-2.24149744,3.79,39.572,51.398,0.38,131.0,34,45,,
T,2025-04-08 10:47:12,53.47476889,-2.24149061,3.79,39.743,51.398,0.46,141.0,33,45,,
T,2025-04-08 10:47:13,53.47476614,-2.241483,3.79,40.455,51.398,0.3,153.0,34,45,,
T,2025-04-08 10:47:14,53.47476329,-2.24147544,3.79,40.878,51.398,0.48,159.0,35,45,,
T,2025-04-08 10:47:15,53.47476031,-2.24146955,3.79,41.615,51.398,0.53,146.0,36,45,,
T,2025-04-08 10:47:16,53.47475722,-2.24146774,3.79,41.649,51.398,0.49,169.0,36,45,,
T,2025-04-08 10:47:17,53.47475811,-2.24147018,3.79,41.682,51.398,0.0,,36,45,,
T,2025-04-08 10:47:18,53.47475848,-2.24147084,3.79,41.669,51.398,0.0,,37,45,,
T,2025-04-08 10:47:19,53.47475859,-2.24147098,3.79,41.649,51.398,0.0,,36,45,,
T,2025-04-08 10:47:20,53.47475855,-2.24147094,3.79,41.651,51.398,0.0,,34,45,,
T,2025-04-08 10:47:21,53.4747586,-2.24147092,3.79,41.632,51.398,0.0,,33,45,,
T,2025-04-08 10:47:22,53.47475858,-2.24147092,3.79,41.631,51.398,0.0,,32,45,,
T,2025-04-08 10:47:23,53.47475857,-2.24147087,3.79,41.63,51.398,0.0,,31,45,,
T,2025-04-08 10:47:24,53.47475862,-2.24147096,3.79,41.61,51.398,0.0,,25,45,,
T,2025-04-08 10:47:25,53.47475866,-2.24147105,3.79,41.6,51.398,0.0,,25,45,,
T,2025-04-08 10:47:26,53.47475871,-2.24147128,3.79,41.589,51.398,0.0,,25,45,,
T,2025-04-08 10:47:27,53.47475857,-2.24147148,4.0,41.629,51.398,0.0,,27,45,,
T,2025-04-08 10:47:28,53.47475835,-2.24147155,4.21,41.671,51.398,0.0,,29,45,,
T,2025-04-08 10:47:29,53.47475819,-2.24147147,4.31,41.696,51.398,0.0,,32,45,,
T,2025-04-08 10:47:30,53.47475806,-2.24147139,4.4,41.72,51.398,0.0,,32,45,,
T,2025-04-08 10:47:31,53.4747579,-2.24147152,4.57,41.766,51.398,0.0,,32,45,,
T,2025-04-08 10:47:32,53.47475777,-2.24147176,4.68,41.787,51.398,0.0,,33,45,,
T,2025-04-08 10:47:33,53.47475765,-2.24147191,4.82,41.817,51.398,0.0,,33,45,,
T,2025-04-08 10:47:34,53.47475848,-2.2414707,4.83,41.055,51.398,0.15,117.0,32,45,,
T,2025-04-08 10:47:35,53.47476041,-2.24147009,4.79,41.066,51.398,0.0,,32,45,,
T,2025-04-08 10:47:36,53.47476084,-2.24147004,4.82,41.089,51.398,0.0,,34,45,,
T,2025-04-08 10:47:37,53.47476025,-2.24146857,4.74,41.838,51.398,0.22,347.0,34,45,,
T,2025-04-08 10:47:38,53.47475919,-2.2414691,4.77,41.871,51.398,0.0,,34,45,,
T,2025-04-08 10:47:39,53.47475889,-2.2414693,4.81,41.871,51.398,0.0,,34,45,,
T,2025-04-08 10:47:40,53.47475887,-2.24146944,4.65,41.872,51.398,0.0,,31,45,,
T,2025-04-08 10:47:41,53.47476046,-2.24147128,4.47,41.774,51.398,0.21,99.0,31,45,,
T,2025-04-08 10:47:42,53.47476058,-2.24147272,4.31,41.771,51.398,0.0,,29,45,,
T,2025-04-08 10:47:43,53.47476061,-2.24147319,4.24,41.762,51.398,0.0,,28,45,,
T,2025-04-08 10:47:44,53.47476053,-2.24147337,4.16,41.785,51.398,0.0,,28,45,,
T,2025-04-08 10:47:45,53.47476033,-2.24147334,4.12,41.831,51.398,0.0,,27,45,,
T,2025-04-08 10:47:46,53.47476104,-2.24147122,4.1,42.272,51.398,0.21,302.0,31,45,,
T,2025-04-08 10:47:47,53.47476139,-2.24146971,3.91,43.789,51.398,0.0,,31,45,,
T,2025-04-08 10:47:48,53.47476327,-2.24146892,3.89,43.858,51.398,0.45,295.0,34,45,,
T,2025-04-08 10:47:49,53.47476313,-2.24146615,3.88,44.115,51.398,0.24,14.0,35,45,,
T,2025-04-08 10:47:50,53.47476209,-2.2414543,4.04,44.999,51.398,0.25,98.0,35,45,,
T,2025-04-08 10:47:51,53.47475956,-2.24143031,4.45,45.617,51.398,1.05,102.0,35,45,,
T,2025-04-08 10:47:52,53.47475757,-2.24141444,4.0,45.214,51.398,0.55,98.0,37,45,,
T,2025-04-08 10:47:53,53.47475814,-2.2414004,3.97,45.823,51.398,0.69,82.0,36,45,,
T,2025-04-08 10:47:54,53.47476111,-2.24139458,4.02,45.682,51.398,0.5,11.0,36,45,,
T,2025-04-08 10:47:55,53.47476921,-2.24140977,4.08,44.742,51.398,1.4,304.0,37,45,,
T,2025-04-08 10:47:56,53.47477643,-2.24142892,4.18,43.657,51.398,1.35,299.0,37,45,,
T,2025-04-08 10:47:57,53.47478324,-2.24144587,4.26,42.869,51.398,1.38,302.0,36,45,,
T,2025-04-08 10:47:58,53.47479052,-2.24145894,4.28,42.675,51.398,1.34,308.0,35,45,,
T,2025-04-08 10:47:59,53.47479685,-2.24147029,4.47,43.043,51.398,1.32,304.0,35,45,,
T,2025-04-08 10:48:00,53.4748022,-2.2414744,4.43,42.581,51.398,1.12,318.0,35,45,,
T,2025-04-08 10:48:01,53.47481173,-2.24147748,4.38,42.839,51.398,1.07,332.0,35,45,,
T,2025-04-08 10:48:02,53.47481982,-2.24148121,4.42,43.144,51.398,1.0,330.0,34,45,,
T,2025-04-08 10:48:03,53.47482499,-2.24148094,4.49,43.094,51.398,0.95,328.0,34,45,,
T,2025-04-08 10:48:04,53.47483265,-2.24148415,4.5,43.314,51.398,1.1,321.0,34,45,,
T,2025-04-08 10:48:05,53.47484539,-2.24148263,4.36,43.361,51.398,1.44,351.0,34,45,,
T,2025-04-08 10:48:06,53.47485484,-2.24148219,4.47,44.212,51.398,1.23,338.0,33,45,,
T,2025-04-08 10:48:07,53.47486404,-2.24146864,4.52,44.242,51.398,1.33,7.0,32,45,,
T,2025-04-08 10:48:08,53.47487144,-2.24145798,4.46,45.501,51.398,1.13,5.0,34,45,,
T,2025-04-08 10:48:09,53.47487802,-2.24145605,4.46,45.961,51.398,1.25,334.0,32,45,,
T,2025-04-08 10:48:10,53.47488772,-2.24145099,4.23,45.37,51.398,1.14,350.0,31,45,,
T,2025-04-08 10:48:11,53.4748985,-2.24144422,4.17,46.37,51.398,1.11,0.0,30,45,,
T,2025-04-08 10:48:12,53.474904,-2.24142422,4.46,48.322,51.398,1.03,2.0,31,45,,
T,2025-04-08 10:48:13,53.4749087,-2.2414132,4.39,48.704,51.398,1.09,338.0,33,45,,
T,2025-04-08 10:48:14,53.47491473,-2.24140535,4.44,49.17,51.398,1.0,350.0,31,45,,
T,2025-04-08 10:48:15,53.47492134,-2.24140432,4.45,49.26,51.398,1.02,331.0,30,45,,
T,2025-04-08 10:48:16,53.47492735,-2.24140328,4.45,49.295,51.398,0.96,342.0,31,45,,
T,2025-04-08 10:48:17,53.47493444,-2.24140196,4.41,49.383,51.398,0.92,348.0,31,45,,
T,2025-04-08 10:48:18,53.47494047,-2.24139903,4.5,49.687,51.398,0.93,360.0,32,45,,
T,2025-04-08 10:48:19,53.47494664,-2.24140247,4.41,49.98,51.398,0.94,340.0,30,45,,
T,2025-04-08 10:48:20,53.47495413,-2.24140698,4.17,50.563,51.398,0.89,347.0,30,45,,
T,2025-04-08 10:48:21,53.47496263,-2.24141165,4.07,51.376,51.398,0.89,350.0,30,45,,
T,2025-04-08 10:48:22,53.47497103,-2.241413,4.07,52.198,51.398,0.89,356.0,30,45,,
T,2025-04-08 10:48:23,53.47498042,-2.24141713,4.1,52.726,51.398,0.96,337.0,32,45,,
T,2025-04-08 10:48:24,53.47498984,-2.24141586,4.22,53.087,51.398,0.98,360.0,32,45,,
T,2025-04-08 10:48:25,53.47500254,-2.24143096,4.19,52.97,51.398,1.08,332.0,31,45,,
T,2025-04-08 10:48:26,53.47501379,-2.24143529,4.42,54.088,51.398,1.04,356.0,30,45,,
T,2025-04-08 10:48:27,53.47502642,-2.24146065,4.41,55.028,51.398,1.01,341.0,30,45,,
T,2025-04-08 10:48:28,53.47503736,-2.24148848,4.34,54.924,51.398,1.0,337.0,30,45,,
T,2025-04-08 10:48:29,53.47504944,-2.24151452,4.14,54.249,51.399,0.99,340.0,23,45,,
T,2025-04-08 10:48:30,53.47505875,-2.24153721,3.88,53.181,51.399,0.95,332.0,23,45,,
T,2025-04-08 10:48:31,53.47505846,-2.24155616,3.8,53.008,51.399,0.66,323.0,23,45,,
T,2025-04-08 10:48:32,53.47506298,-2.2415767,3.79,51.794,51.399,0.85,330.0,24,45,,
T,2025-04-08 10:48:33,53.47506859,-2.24159447,3.79,51.787,51.399,0.84,322.0,25,45,,
T,2025-04-08 10:48:34,53.4750751,-2.24160623,3.79,51.359,51.399,0.81,335.0,26,45,,
T,2025-04-08 10:48:35,53.47507445,-2.24161243,3.79,51.147,51.399,0.0,,27,45,,
T,2025-04-08 10:48:36,53.47507328,-2.24161821,3.79,50.295,51.399,0.28,270.0,28,45,,
T,2025-04-08 10:48:37,53.47507789,-2.2416223,3.8,49.56,51.399,0.63,345.0,27,45,,
T,2025-04-08 10:48:38,53.47507733,-2.24162137,3.79,49.604,51.399,0.0,,27,45,,
T,2025-04-08 10:48:39,53.47507749,-2.24162206,3.79,49.7,51.399,0.15,333.0,25,45,,
T,2025-04-08 10:48:40,53.47507941,-2.24162426,3.79,49.648,51.399,0.34,344.0,24,45,,
T,2025-04-08 10:48:41,53.47508349,-2.24162924,3.79,49.152,51.399,0.48,340.0,23,45,,
T,2025-04-08 10:48:42,53.47509294,-2.24163372,3.79,48.38,51.399,1.1,349.0,22,45,,
T,2025-04-08 10:48:43,53.47510155,-2.24163566,3.79,48.236,51.399,0.98,357.0,23,45,,
T,2025-04-08 10:48:44,53.47510245,-2.24163718,3.79,48.321,51.399,0.42,358.0,23,45,,
T,2025-04-08 10:48:45,53.47510232,-2.24163856,3.79,48.598,51.399,0.0,,23,45,,
T,2025-04-08 10:48:46,53.47510228,-2.24163927,3.79,48.59,51.399,0.0,,24,45,,
T,2025-04-08 10:48:47,53.47510228,-2.24163945,3.79,48.588,51.399,0.0,,26,45,,
T,2025-04-08 10:48:48,53.47510239,-2.24163944,3.79,48.588,51.399,0.0,,26,45,,
T,2025-04-08 10:48:49,53.47510243,-2.24163943,3.79,48.585,51.399,0.0,,26,45,,
T,2025-04-08 10:48:50,53.47510246,-2.24163942,3.79,48.583,51.399,0.0,,26,45,,
T,2025-04-08 10:48:51,53.47510444,-2.24163897,3.79,48.345,51.399,0.0,,26,45,,
T,2025-04-08 10:48:52,53.47510526,-2.24163875,3.79,48.363,51.399,0.0,,27,45,,
T,2025-04-08 10:48:53,53.47510541,-2.24163869,3.79,48.366,51.399,0.0,,26,45,,
T,2025-04-08 10:48:54,53.47510546,-2.24163868,3.79,48.375,51.399,0.0,,26,45,,
T,2025-04-08 10:48:55,53.47510548,-2.24163869,3.79,48.381,51.399,0.0,,26,45,,
T,2025-04-08 10:48:56,53.47510557,-2.24163864,3.79,48.388,51.399,0.0,,24,45,,
T,2025-04-08 10:48:57,53.47510558,-2.24163862,3.79,48.387,51.399,0.0,,25,45,,
T,2025-04-08 10:48:58,53.47510558,-2.24163862,3.79,48.388,51.399,0.0,,25,45,,
T,2025-04-08 10:48:59,53.47510396,-2.2416375,3.79,48.528,51.399,0.0,,25,45,,
T,2025-04-08 10:49:00,53.47510108,-2.24163819,3.79,48.675,51.399,0.52,271.0,25,45,,
T,2025-04-08 10:49:01,53.47510102,-2.24164055,4.05,49.631,51.399,0.32,204.0,25,45,,
T,2025-04-08 10:49:02,53.47509969,-2.24164003,4.86,50.934,51.399,0.3,159.0,27,45,,
T,2025-04-08 10:49:03,53.47510274,-2.24164336,5.8,51.637,51.399,0.18,87.0,31,45,,
T,2025-04-08 10:49:04,53.47510786,-2.24164809,7.21,52.206,51.399,0.17,18.0,35,45,,
T,2025-04-08 10:49:05,53.47511286,-2.24165397,9.83,52.721,51.399,0.23,345.0,35,45,,
T,2025-04-08 10:49:06,53.47511736,-2.24169049,10.39,52.196,51.399,2.71,283.0,35,45,,
T,2025-04-08 10:49:07,53.47512086,-2.2417451,13.11,52.394,51.399,2.8,276.0,34,45,,
T,2025-04-08 10:49:08,53.47512492,-2.24177126,10.18,52.036,51.399,1.07,291.0,32,45,,
T,2025-04-08 10:49:09,53.47513514,-2.2417975,12.83,53.619,51.399,1.95,308.0,32,45,,
T,2025-04-08 10:49:10,53.47514398,-2.24182569,11.77,54.268,51.399,1.5,300.0,25,45,,
T,2025-04-08 10:49:11,53.47514682,-2.24185863,11.49,53.85,51.399,1.86,291.0,23,45,,
T,2025-04-08 10:49:12,53.47513638,-2.24190327,10.66,54.007,51.399,1.84,244.0,25,45,,
T,2025-04-08 10:49:13,53.47512228,-2.24193428,10.34,55.644,51.399,1.44,233.0,25,45,,
T,2025-04-08 10:49:14,53.4751093,-2.24196525,9.91,56.213,51.399,1.45,233.0,25,45,,
T,2025-04-08 10:49:15,53.4751013,-2.24199155,10.32,56.645,51.399,0.86,233.0,25,45,,
T,2025-04-08 10:49:16,53.47508966,-2.24202647,9.77,56.669,51.399,1.62,230.0,25,45,,
T,2025-04-08 10:49:17,53.47507635,-2.24204442,9.75,56.352,51.399,1.32,213.0,25,45,,
T,2025-04-08 10:49:18,53.47506078,-2.2420575,8.44,56.597,51.399,1.57,192.0,25,45,,
T,2025-04-08 10:49:19,53.47504942,-2.2420767,8.27,57.121,51.4,0.64,194.0,25,45,,
T,2025-04-08 10:49:20,53.47503565,-2.2421097,7.64,56.962,51.4,1.34,234.0,26,45,,
T,2025-04-08 10:49:21,53.47501883,-2.24214645,6.76,57.647,51.4,1.53,233.0,26,45,,
T,2025-04-08 10:49:22,53.47500738,-2.24217377,5.45,59.258,51.4,0.49,242.0,27,45,,
T,2025-04-08 10:49:23,53.47499686,-2.24219707,4.98,59.662,51.4,0.0,,27,45,,
T,2025-04-08 10:49:24,53.47499634,-2.24220514,4.76,60.361,51.4,0.21,262.0,26,45,,
T,2025-04-08 10:49:25,53.47499581,-2.24221468,4.81,60.477,51.4,0.0,,27,45,,
T,2025-04-08 10:49:26,53.47499566,-2.24221855,4.91,60.545,51.4,0.0,,26,45,,
T,2025-04-08 10:49:27,53.47499569,-2.24221978,5.01,60.609,51.4,0.0,,27,45,,
T,2025-04-08 10:49:28,53.4749949,-2.24221824,4.65,61.135,51.4,0.0,,26,45,,
T,2025-04-08 10:49:29,53.47498902,-2.24221242,4.62,61.157,51.4,0.0,,27,45,,
