type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-04-08 10:21:56,53.46600472,-2.23216214,3.79,71.206,51.379,0.0,,37,48,20250408-102156,GPS Logger: 20250408-102156 - Run
T,2025-04-08 10:21:57,53.46600763,-2.23216734,3.79,71.053,51.379,0.23,73.0,37,48,,
T,2025-04-08 10:21:58,53.46601159,-2.23217919,3.79,70.696,51.379,0.0,,38,48,,
T,2025-04-08 10:21:59,53.46601401,-2.23218407,3.79,70.283,51.379,0.16,110.0,38,48,,
T,2025-04-08 10:22:00,53.46601814,-2.23218463,3.79,69.891,51.379,0.47,30.0,38,48,,
T,2025-04-08 10:22:01,53.46601873,-2.23219708,3.79,69.434,51.379,0.0,,38,48,,
T,2025-04-08 10:22:02,53.46601902,-2.23220448,3.79,69.209,51.379,0.0,,38,48,,
T,2025-04-08 10:22:03,53.46602035,-2.23220506,3.79,69.106,51.379,0.0,,38,48,,
T,2025-04-08 10:22:04,53.46601959,-2.23220582,3.79,69.36,51.379,0.0,,38,48,,
T,2025-04-08 10:22:05,53.46602021,-2.23220355,3.79,69.059,51.379,0.0,,38,48,,
T,2025-04-08 10:22:06,53.46602061,-2.23220195,3.79,68.731,51.379,0.0,,38,48,,
T,2025-04-08 10:22:07,53.46601898,-2.23220285,3.79,69.012,51.379,0.0,,37,48,,
T,2025-04-08 10:22:08,53.46601758,-2.2322053,3.79,69.289,51.379,0.0,,36,48,,
T,2025-04-08 10:22:09,53.46601709,-2.23220702,3.79,69.717,51.379,0.0,,36,48,,
T,2025-04-08 10:22:10,53.46601652,-2.23221109,3.79,69.855,51.379,0.0,,35,48,,
T,2025-04-08 10:22:11,53.46601607,-2.23221069,3.79,69.895,51.379,0.0,,34,48,,
T,2025-04-08 10:22:12,53.46601675,-2.23221275,3.79,69.318,51.379,0.3,30.0,36,48,,
T,2025-04-08 10:22:13,53.46601445,-2.23221906,3.79,68.591,51.379,0.18,30.0,35,48,,
T,2025-04-08 10:22:14,53.46601672,-2.23223904,3.79,67.717,51.379,0.0,,36,48,,
T,2025-04-08 10:22:15,53.46601923,-2.23225057,3.79,66.409,51.379,0.29,30.0,37,48,,
T,2025-04-08 10:22:16,53.46602259,-2.23225557,3.79,65.846,51.379,0.0,,38,48,,
T,2025-04-08 10:22:17,53.46602503,-2.23225492,3.79,65.258,51.379,0.0,,38,48,,
T,2025-04-08 10:22:18,53.46602495,-2.23225073,3.79,64.624,51.379,0.0,,38,48,,
T,2025-04-08 10:22:19,53.46602347,-2.23225082,3.79,64.211,51.379,0.18,30.0,37,48,,
T,2025-04-08 10:22:20,53.46602156,-2.23224869,3.79,62.87,51.379,0.0,,36,48,,
T,2025-04-08 10:22:21,53.46601839,-2.23224559,3.79,62.761,51.379,0.42,30.0,36,48,,
T,2025-04-08 10:22:22,53.466011,-2.23224133,3.79,62.237,51.379,0.42,30.0,35,48,,
T,2025-04-08 10:22:23,53.46600331,-2.2322454,3.79,61.76,51.379,0.53,30.0,36,48,,
T,2025-04-08 10:22:24,53.46599603,-2.23224833,3.79,61.479,51.379,0.61,30.0,36,48,,
T,2025-04-08 10:22:25,53.46598957,-2.23224895,3.79,61.273,51.379,0.57,30.0,35,48,,
T,2025-04-08 10:22:26,53.46598761,-2.23225369,3.81,61.172,51.379,0.16,30.0,35,48,,
T,2025-04-08 10:22:27,53.46598331,-2.23226559,3.81,59.99,51.379,0.28,30.0,36,48,,
T,2025-04-08 10:22:28,53.46597836,-2.23227395,4.18,59.473,51.38,0.39,30.0,37,48,,
T,2025-04-08 10:22:29,53.46597934,-2.23229728,5.44,58.477,51.38,0.83,30.0,37,48,,
T,2025-04-08 10:22:30,53.46598534,-2.23231924,5.03,57.818,51.38,0.63,30.0,38,48,,
T,2025-04-08 10:22:31,53.46598623,-2.23233699,4.94,58.022,51.38,0.61,30.0,38,48,,
T,2025-04-08 10:22:32,53.4659881,-2.23235849,5.05,56.437,51.38,0.25,217.0,38,48,,
T,2025-04-08 10:22:33,53.4659895,-2.23238715,5.32,55.788,51.38,0.61,238.0,34,48,,
T,2025-04-08 10:22:34,53.46598583,-2.23241764,5.57,55.856,51.38,1.14,235.0,36,48,,
T,2025-04-08 10:22:35,53.46598675,-2.23244499,5.31,53.825,51.38,0.86,259.0,36,48,,
T,2025-04-08 10:22:36,53.4659856,-2.23247785,5.39,53.598,51.38,1.16,257.0,38,48,,
T,2025-04-08 10:22:37,53.46598321,-2.23250557,5.52,52.058,51.38,1.12,234.0,39,48,,
T,2025-04-08 10:22:38,53.4659809,-2.23252886,5.87,49.799,51.38,1.02,233.0,39,48,,
T,2025-04-08 10:22:39,53.46598005,-2.23254916,5.2,48.31,51.38,0.95,240.0,39,48,,
T,2025-04-08 10:22:40,53.4659787,-2.23256687,5.08,47.454,51.38,0.94,238.0,38,48,,
T,2025-04-08 10:22:41,53.46597489,-2.23258131,5.03,47.182,51.38,0.92,233.0,38,48,,
T,2025-04-08 10:22:42,53.46596983,-2.2325937,4.92,47.115,51.38,0.9,230.0,37,48,,
T,2025-04-08 10:22:43,53.46596723,-2.2325973,4.76,46.721,51.38,0.68,231.0,36,48,,
T,2025-04-08 10:22:44,53.46596411,-2.23260434,4.56,46.776,51.38,0.78,240.0,35,48,,
T,2025-04-08 10:22:45,53.46596144,-2.23261386,4.5,46.518,51.38,0.77,237.0,35,48,,
T,2025-04-08 10:22:46,53.46595828,-2.23262616,4.12,45.943,51.38,0.85,230.0,36,48,,
T,2025-04-08 10:22:47,53.46595387,-2.2326393,4.04,45.664,51.38,0.8,232.0,36,48,,
T,2025-04-08 10:22:48,53.46594871,-2.23265312,3.94,45.408,51.38,0.8,232.0,36,48,,
T,2025-04-08 10:22:49,53.46594243,-2.23267243,3.87,45.134,51.38,0.91,245.0,36,48,,
T,2025-04-08 10:22:50,53.46593628,-2.23268681,3.79,45.24,51.38,0.87,236.0,36,48,,
T,2025-04-08 10:22:51,53.46592993,-2.23269878,3.79,45.571,51.38,0.87,232.0,35,48,,
T,2025-04-08 10:22:52,53.46592337,-2.23271321,3.79,45.372,51.38,0.94,240.0,34,48,,
T,2025-04-08 10:22:53,53.46591633,-2.23273079,3.79,45.33,51.38,0.98,237.0,35,48,,
T,2025-04-08 10:22:54,53.4659087,-2.23274516,3.79,45.193,51.38,0.98,236.0,36,48,,
T,2025-04-08 10:22:55,53.465902,-2.23276406,3.79,45.074,51.38,1.04,240.0,36,48,,
T,2025-04-08 10:22:56,53.46589461,-2.23277984,3.79,44.462,51.38,1.05,230.0,37,48,,
T,2025-04-08 10:22:57,53.46589039,-2.23279953,3.79,44.278,51.38,1.11,250.0,36,48,,
T,2025-04-08 10:22:58,53.46588312,-2.23281529,3.79,44.48,51.38,1.1,235.0,35,48,,
T,2025-04-08 10:22:59,53.46587693,-2.23282946,3.79,44.612,51.38,1.05,237.0,35,48,,
T,2025-04-08 10:23:00,53.46587223,-2.23283762,3.79,43.833,51.381,0.94,234.0,35,48,,
T,2025-04-08 10:23:01,53.46586717,-2.23284854,3.79,43.939,51.381,1.01,243.0,34,48,,
T,2025-04-08 10:23:02,53.46586249,-2.23286147,3.79,43.872,51.381,1.01,241.0,35,48,,
T,2025-04-08 10:23:03,53.46585679,-2.23287629,3.79,44.401,51.381,1.02,240.0,34,48,,
T,2025-04-08 10:23:04,53.46585156,-2.23289081,3.79,44.769,51.381,1.01,244.0,33,48,,
T,2025-04-08 10:23:05,53.46584822,-2.23290285,3.79,44.682,51.381,0.97,242.0,34,48,,
T,2025-04-08 10:23:06,53.46584396,-2.23291626,3.85,44.458,51.381,1.0,239.0,34,48,,
T,2025-04-08 10:23:07,53.46583699,-2.23293074,3.85,44.778,51.381,1.03,237.0,34,48,,
T,2025-04-08 10:23:08,53.46583211,-2.23294622,3.79,44.669,51.381,1.04,242.0,35,48,,
T,2025-04-08 10:23:09,53.4658279,-2.23296195,3.79,44.689,51.381,1.03,242.0,35,48,,
T,2025-04-08 10:23:10,53.46582265,-2.23298253,3.79,44.85,51.381,1.06,243.0,35,48,,
T,2025-04-08 10:23:11,53.4658177,-2.23300067,3.79,44.904,51.381,1.07,240.0,36,48,,
T,2025-04-08 10:23:12,53.46581266,-2.23301825,3.79,44.696,51.381,1.08,239.0,36,48,,
T,2025-04-08 10:23:13,53.46580782,-2.23303607,3.79,44.966,51.381,1.1,245.0,34,48,,
T,2025-04-08 10:23:14,53.46580119,-2.2330527,3.79,44.792,51.381,1.09,243.0,34,48,,
T,2025-04-08 10:23:15,53.46579713,-2.23306788,3.79,44.79,51.381,1.06,243.0,34,48,,
T,2025-04-08 10:23:16,53.46579203,-2.23308248,3.79,44.726,51.381,1.08,241.0,35,48,,
T,2025-04-08 10:23:17,53.46578674,-2.23310271,3.79,45.058,51.381,1.1,247.0,35,48,,
T,2025-04-08 10:23:18,53.46577878,-2.23312129,3.79,45.261,51.381,1.13,236.0,35,48,,
T,2025-04-08 10:23:19,53.46577452,-2.2331342,3.82,44.605,51.381,1.08,245.0,35,48,,
T,2025-04-08 10:23:20,53.46577429,-2.23314551,3.79,44.316,51.381,1.06,257.0,35,48,,
T,2025-04-08 10:23:21,53.46577324,-2.23316347,3.79,44.704,51.381,1.05,263.0,36,48,,
T,2025-04-08 10:23:22,53.46576986,-2.23317944,3.98,44.386,51.381,1.1,243.0,36,48,,
T,2025-04-08 10:23:23,53.46577109,-2.23319639,4.1,44.475,51.381,1.15,273.0,35,48,,
T,2025-04-08 10:23:24,53.46577218,-2.23321152,3.99,44.393,51.381,1.04,267.0,35,48,,
T,2025-04-08 10:23:25,53.46577443,-2.23322756,4.22,44.454,51.381,1.04,278.0,35,48,,
T,2025-04-08 10:23:26,53.46577383,-2.23324192,4.38,44.619,51.381,1.06,260.0,35,48,,
T,2025-04-08 10:23:27,53.46577103,-2.23325214,4.19,44.174,51.381,0.98,255.0,35,48,,
T,2025-04-08 10:23:28,53.46577656,-2.23326214,3.97,42.88,51.381,1.12,285.0,35,48,,
T,2025-04-08 10:23:29,53.46578562,-2.2332702,3.85,42.195,51.381,1.06,309.0,35,48,,
T,2025-04-08 10:23:30,53.46579752,-2.23326793,3.79,41.235,51.381,1.0,328.0,35,48,,
T,2025-04-08 10:23:31,53.46580932,-2.23326376,3.79,40.694,51.381,0.98,332.0,35,48,,
T,2025-04-08 10:23:32,53.46581846,-2.23326804,3.79,40.636,51.381,0.98,329.0,35,48,,
T,2025-04-08 10:23:33,53.46582664,-2.23327497,3.79,40.482,51.381,1.0,328.0,35,48,,
T,2025-04-08 10:23:34,53.46583693,-2.23328059,3.79,40.423,51.381,0.99,330.0,36,48,,
T,2025-04-08 10:23:35,53.46584729,-2.23328434,3.79,39.73,51.381,0.98,330.0,36,48,,
T,2025-04-08 10:23:36,53.46585606,-2.2332926,3.79,39.576,51.381,1.01,322.0,36,48,,
T,2025-04-08 10:23:37,53.46586641,-2.23329852,3.79,39.209,51.381,1.01,328.0,36,48,,
T,2025-04-08 10:23:38,53.46587678,-2.23330385,3.79,39.252,51.381,0.99,327.0,36,48,,
T,2025-04-08 10:23:39,53.46588712,-2.23331058,3.79,39.375,51.381,1.01,333.0,36,48,,
T,2025-04-08 10:23:40,53.46589665,-2.23331986,3.79,39.103,51.381,1.02,326.0,36,48,,
T,2025-04-08 10:23:41,53.46590513,-2.23332938,3.79,39.299,51.381,1.01,325.0,35,48,,
T,2025-04-08 10:23:42,53.46591435,-2.23333695,3.79,39.269,51.381,1.05,336.0,35,48,,
T,2025-04-08 10:23:43,53.46592311,-2.23334629,3.79,38.978,51.381,1.06,330.0,35,48,,
T,2025-04-08 10:23:44,53.46593149,-2.2333567,3.79,38.562,51.381,1.05,327.0,35,48,,
T,2025-04-08 10:23:45,53.46594051,-2.23336659,3.79,38.354,51.381,1.06,335.0,36,48,,
T,2025-04-08 10:23:46,53.46595112,-2.23337651,3.79,38.246,51.382,1.07,331.0,36,48,,
T,2025-04-08 10:23:47,53.46596068,-2.2333877,3.79,38.148,51.382,1.07,331.0,36,48,,
T,2025-04-08 10:23:48,53.46597069,-2.2333953,3.79,37.956,51.382,1.09,340.0,36,48,,
T,2025-04-08 10:23:49,53.46597925,-2.23340559,3.79,37.98,51.382,1.08,334.0,36,48,,
T,2025-04-08 10:23:50,53.46598752,-2.23341587,3.79,37.938,51.382,1.08,328.0,36,48,,
T,2025-04-08 10:23:51,53.46599731,-2.23342971,3.79,38.549,51.382,1.1,319.0,36,48,,
T,2025-04-08 10:23:52,53.46600642,-2.23344186,3.79,38.792,51.382,1.11,326.0,36,48,,
T,2025-04-08 10:23:53,53.46601586,-2.23345241,3.79,39.21,51.382,1.07,330.0,36,48,,
T,2025-04-08 10:23:54,53.46602555,-2.23346158,3.79,38.909,51.382,1.11,334.0,36,48,,
T,2025-04-08 10:23:55,53.46603441,-2.2334736,3.79,39.04,51.382,1.13,325.0,35,48,,
T,2025-04-08 10:23:56,53.46604429,-2.23348322,3.79,38.463,51.382,1.12,332.0,35,48,,
T,2025-04-08 10:23:57,53.46605386,-2.23349368,3.79,38.183,51.382,1.1,332.0,35,48,,
T,2025-04-08 10:23:58,53.46606282,-2.23350723,3.79,37.704,51.382,1.19,316.0,35,48,,
T,2025-04-08 10:23:59,53.46607191,-2.23351745,3.79,37.47,51.382,1.11,327.0,35,48,,
T,2025-04-08 10:24:00,53.46608106,-2.23352637,3.79,37.198,51.382,1.11,328.0,35,48,,
T,2025-04-08 10:24:01,53.46609061,-2.2335356,3.79,37.011,51.382,1.12,330.0,35,48,,
T,2025-04-08 10:24:02,53.46609977,-2.23354387,3.79,37.059,51.382,1.1,332.0,35,48,,
T,2025-04-08 10:24:03,53.46610926,-2.23355493,3.79,37.46,51.382,1.12,325.0,35,48,,
T,2025-04-08 10:24:04,53.46611823,-2.23356516,3.79,38.017,51.382,1.12,327.0,34,48,,
T,2025-04-08 10:24:05,53.46612846,-2.23356884,3.79,37.933,51.382,1.08,345.0,34,48,,
T,2025-04-08 10:24:06,53.46613842,-2.23358058,3.79,38.254,51.382,1.21,322.0,34,48,,
T,2025-04-08 10:24:07,53.46615004,-2.23359281,3.79,38.924,51.382,1.13,328.0,34,48,,
T,2025-04-08 10:24:08,53.46616218,-2.23359909,3.79,38.333,51.382,1.12,339.0,34,48,,
T,2025-04-08 10:24:09,53.46617365,-2.23360272,3.79,38.357,51.382,1.13,352.0,34,48,,
T,2025-04-08 10:24:10,53.46618433,-2.23360947,3.79,38.178,51.382,1.11,350.0,36,48,,
T,2025-04-08 10:24:11,53.46619391,-2.23361567,3.79,38.296,51.382,1.08,347.0,36,48,,
T,2025-04-08 10:24:12,53.46620291,-2.23362931,3.79,37.991,51.382,1.27,318.0,36,48,,
T,2025-04-08 10:24:13,53.46621307,-2.23363838,3.79,38.345,51.382,1.2,342.0,36,48,,
T,2025-04-08 10:24:14,53.46622104,-2.23365341,4.05,37.636,51.382,1.19,315.0,36,48,,
T,2025-04-08 10:24:15,53.46623147,-2.23366117,4.26,37.766,51.382,1.15,333.0,36,48,,
T,2025-04-08 10:24:16,53.46624378,-2.23366618,4.49,37.807,51.382,1.2,352.0,36,48,,
T,2025-04-08 10:24:17,53.46625495,-2.23367855,4.74,38.497,51.382,1.23,328.0,36,48,,
T,2025-04-08 10:24:18,53.46626568,-2.23369217,5.46,38.86,51.382,1.15,332.0,35,48,,
T,2025-04-08 10:24:19,53.46627625,-2.23369589,5.47,38.939,51.382,1.11,1.0,35,48,,
T,2025-04-08 10:24:20,53.46629075,-2.23369528,5.65,39.503,51.382,1.18,346.0,35,48,,
T,2025-04-08 10:24:21,53.46630507,-2.23369425,5.96,39.671,51.382,1.25,14.0,35,48,,
T,2025-04-08 10:24:22,53.46631388,-2.23368671,6.01,39.308,51.382,1.1,40.0,35,48,,
T,2025-04-08 10:24:23,53.46633359,-2.23370109,6.2,39.334,51.382,2.24,340.0,37,48,,
T,2025-04-08 10:24:24,53.46634751,-2.23370843,6.22,39.721,51.382,1.16,337.0,37,48,,
T,2025-04-08 10:24:25,53.46635985,-2.23372089,6.33,40.695,51.382,1.16,334.0,37,48,,
T,2025-04-08 10:24:26,53.46637305,-2.23372399,5.98,40.008,51.382,1.1,355.0,37,48,,
T,2025-04-08 10:24:27,53.46638924,-2.23373238,6.2,40.581,51.382,1.21,338.0,37,48,,
T,2025-04-08 10:24:28,53.46640105,-2.23374592,6.04,40.496,51.382,1.15,324.0,37,48,,
T,2025-04-08 10:24:29,53.46641213,-2.23376138,6.08,40.642,51.382,1.15,305.0,36,48,,
T,2025-04-08 10:24:30,53.46642466,-2.23377421,6.13,40.672,51.382,1.09,311.0,37,48,,
T,2025-04-08 10:24:31,53.46644057,-2.23378301,6.29,42.139,51.382,1.18,326.0,37,48,,
T,2025-04-08 10:24:32,53.46645767,-2.23378799,6.27,42.513,51.382,1.13,332.0,37,48,,
T,2025-04-08 10:24:33,53.46647411,-2.23379089,6.14,43.538,51.382,1.13,336.0,37,48,,
T,2025-04-08 10:24:34,53.46649011,-2.2337994,5.72,44.396,51.382,1.15,335.0,37,48,,
T,2025-04-08 10:24:35,53.46650644,-2.23380843,5.53,45.864,51.382,1.1,329.0,37,48,,
T,2025-04-08 10:24:36,53.46652327,-2.23381465,5.39,46.844,51.382,1.09,334.0,37,48,,
T,2025-04-08 10:24:37,53.46654111,-2.23382353,5.01,48.631,51.382,1.22,321.0,37,48,,
T,2025-04-08 10:24:38,53.46655976,-2.23383151,5.01,49.577,51.382,1.2,329.0,37,48,,
T,2025-04-08 10:24:39,53.46657553,-2.23383637,4.8,50.035,51.382,1.19,331.0,36,48,,
T,2025-04-08 10:24:40,53.46658614,-2.23383678,4.49,49.301,51.382,1.15,334.0,36,48,,
T,2025-04-08 10:24:41,53.4665978,-2.23384428,4.69,48.66,51.383,1.18,329.0,36,48,,
T,2025-04-08 10:24:42,53.46660657,-2.23384687,4.58,47.368,51.383,1.15,330.0,36,48,,
T,2025-04-08 10:24:43,53.46661336,-2.23385693,4.34,47.105,51.383,1.15,317.0,35,48,,
T,2025-04-08 10:24:44,53.46662071,-2.23386496,4.28,46.096,51.383,1.14,321.0,34,48,,
T,2025-04-08 10:24:45,53.46662731,-2.23386998,4.44,45.003,51.383,1.13,323.0,34,48,,
T,2025-04-08 10:24:46,53.46663373,-2.23387742,4.44,44.348,51.383,1.13,327.0,35,48,,
T,2025-04-08 10:24:47,53.46663931,-2.23388805,4.34,43.169,51.383,1.12,321.0,36,48,,
T,2025-04-08 10:24:48,53.46664543,-2.23389607,4.0,42.509,51.383,1.15,312.0,36,48,,
T,2025-04-08 10:24:49,53.46665081,-2.23390593,3.88,42.638,51.383,1.14,313.0,36,48,,
T,2025-04-08 10:24:50,53.46665734,-2.23391448,3.79,43.024,51.383,1.1,313.0,35,48,,
T,2025-04-08 10:24:51,53.46666446,-2.23392193,3.79,42.409,51.383,1.15,323.0,35,48,,
T,2025-04-08 10:24:52,53.46666943,-2.23393079,3.79,41.875,51.383,1.1,318.0,35,48,,
T,2025-04-08 10:24:53,53.46667555,-2.23393433,3.79,42.007,51.383,1.11,340.0,34,48,,
T,2025-04-08 10:24:54,53.46668187,-2.23394048,3.79,41.981,51.383,1.09,335.0,34,48,,
T,2025-04-08 10:24:55,53.46668764,-2.23395222,3.79,41.264,51.383,1.2,313.0,34,48,,
T,2025-04-08 10:24:56,53.46669328,-2.23396359,3.79,41.111,51.383,1.09,320.0,34,48,,
T,2025-04-08 10:24:57,53.46669994,-2.23397145,3.79,40.737,51.383,1.18,330.0,34,48,,
T,2025-04-08 10:24:58,53.46670559,-2.23397835,3.79,40.245,51.383,1.14,330.0,33,48,,
T,2025-04-08 10:24:59,53.46671431,-2.23398474,3.79,40.473,51.383,1.15,333.0,30,48,,
T,2025-04-08 10:25:00,53.46672028,-2.23399604,3.79,40.193,51.383,1.2,315.0,30,48,,
T,2025-04-08 10:25:01,53.46672893,-2.23400393,3.79,40.704,51.383,1.21,330.0,28,48,,
T,2025-04-08 10:25:02,53.46673637,-2.23401275,3.79,41.223,51.383,1.14,326.0,29,48,,
T,2025-04-08 10:25:03,53.46674332,-2.23402416,3.79,41.211,51.383,1.14,314.0,28,47,,
T,2025-04-08 10:25:04,53.46675266,-2.23403145,3.79,41.456,51.383,1.15,327.0,27,47,,
T,2025-04-08 10:25:05,53.46676301,-2.23403583,3.79,41.669,51.383,1.17,345.0,24,47,,
T,2025-04-08 10:25:06,53.46677293,-2.2340435,3.79,41.478,51.383,1.19,334.0,23,47,,
T,2025-04-08 10:25:07,53.46678394,-2.23404951,3.79,41.742,51.383,1.15,335.0,22,47,,
T,2025-04-08 10:25:08,53.46679544,-2.23405307,3.79,41.757,51.383,1.19,348.0,22,47,,
T,2025-04-08 10:25:09,53.4668057,-2.23406278,3.79,41.726,51.383,1.24,330.0,23,47,,
T,2025-04-08 10:25:10,53.46681613,-2.23407004,3.79,41.255,51.383,1.2,340.0,23,47,,
T,2025-04-08 10:25:11,53.4668271,-2.2340746,3.79,40.358,51.383,1.21,348.0,24,47,,
T,2025-04-08 10:25:12,53.46683785,-2.23408237,3.79,40.183,51.383,1.22,334.0,24,47,,
T,2025-04-08 10:25:13,53.46684842,-2.23409079,3.79,39.78,51.383,1.2,327.0,22,47,,
T,2025-04-08 10:25:14,53.46685862,-2.23409586,3.79,39.822,51.383,1.19,336.0,23,47,,
T,2025-04-08 10:25:15,53.46686742,-2.2340995,3.79,40.571,51.383,1.19,341.0,24,47,,
T,2025-04-08 10:25:16,53.46687376,-2.2341038,3.79,40.562,51.383,1.17,333.0,25,47,,
T,2025-04-08 10:25:17,53.46688155,-2.23410837,3.79,41.011,51.383,1.19,332.0,28,47,,
T,2025-04-08 10:25:18,53.46689003,-2.23411511,3.79,41.032,51.383,1.28,330.0,30,47,,
T,2025-04-08 10:25:19,53.46689786,-2.23412186,3.79,41.168,51.383,1.3,329.0,31,47,,
T,2025-04-08 10:25:20,53.46690642,-2.2341293,3.79,41.081,51.383,1.23,332.0,33,47,,
T,2025-04-08 10:25:21,53.46691542,-2.23413497,3.79,41.434,51.383,1.24,334.0,34,47,,
T,2025-04-08 10:25:22,53.46692351,-2.23413995,3.79,40.972,51.383,1.28,339.0,35,47,,
T,2025-04-08 10:25:23,53.466931,-2.23414419,3.79,40.644,51.383,1.29,341.0,36,47,,
T,2025-04-08 10:25:24,53.46693923,-2.23414928,3.79,40.396,51.383,1.3,340.0,36,47,,
T,2025-04-08 10:25:25,53.46694786,-2.23415264,3.79,40.568,51.383,1.32,339.0,36,47,,
T,2025-04-08 10:25:26,53.46695687,-2.23415923,3.79,40.636,51.383,1.31,336.0,37,47,,
T,2025-04-08 10:25:27,53.46696517,-2.23416502,3.79,40.289,51.383,1.21,338.0,36,47,,
T,2025-04-08 10:25:28,53.46697518,-2.23416927,3.79,39.769,51.383,1.28,349.0,36,47,,
T,2025-04-08 10:25:29,53.46698623,-2.23417564,3.79,40.403,51.383,1.24,341.0,35,47,,
T,2025-04-08 10:25:30,53.46699746,-2.23418541,3.79,40.739,51.383,1.22,337.0,35,47,,
T,2025-04-08 10:25:31,53.46700966,-2.23419237,3.79,40.459,51.383,1.23,343.0,35,47,,
T,2025-04-08 10:25:32,53.46702172,-2.23420022,3.79,40.09,51.383,1.26,340.0,35,47,,
T,2025-04-08 10:25:33,53.46703359,-2.23420846,3.79,39.851,51.383,1.28,338.0,35,47,,
T,2025-04-08 10:25:34,53.46704514,-2.23421684,3.79,39.7,51.383,1.27,336.0,35,47,,
T,2025-04-08 10:25:35,53.4670571,-2.23422298,3.79,39.661,51.383,1.3,344.0,34,47,,
T,2025-04-08 10:25:36,53.46707026,-2.23422755,3.79,39.56,51.383,1.33,350.0,32,47,,
T,2025-04-08 10:25:37,53.46708037,-2.23422966,3.79,38.994,51.383,0.86,357.0,29,47,,
T,2025-04-08 10:25:38,53.46708899,-2.23423954,3.79,38.283,51.383,0.93,319.0,26,47,,
T,2025-04-08 10:25:39,53.46710001,-2.23426325,3.79,38.261,51.383,1.58,308.0,26,47,,
T,2025-04-08 10:25:40,53.46711126,-2.234283,3.79,37.781,51.383,1.35,312.0,27,47,,
T,2025-04-08 10:25:41,53.46712122,-2.23429925,3.79,37.094,51.383,1.26,314.0,28,47,,
T,2025-04-08 10:25:42,53.46713037,-2.23431334,3.79,37.337,51.383,1.16,318.0,29,47,,
T,2025-04-08 10:25:43,53.46713833,-2.23432496,3.79,36.868,51.384,1.02,318.0,28,47,,
T,2025-04-08 10:25:44,53.46714705,-2.2343348,3.79,36.773,51.384,1.04,324.0,26,47,,
T,2025-04-08 10:25:45,53.46715561,-2.23434443,3.79,36.983,51.384,1.05,324.0,26,47,,
T,2025-04-08 10:25:46,53.46716422,-2.23435412,3.79,37.016,51.384,1.06,326.0,23,47,,
T,2025-04-08 10:25:47,53.46717261,-2.23436326,3.79,37.249,51.384,1.06,325.0,22,47,,
T,2025-04-08 10:25:48,53.46718135,-2.23437261,3.79,37.237,51.384,1.06,323.0,21,47,,
T,2025-04-08 10:25:49,53.46719134,-2.23437802,3.79,37.284,51.384,1.08,332.0,21,47,,
T,2025-04-08 10:25:50,53.46720316,-2.23438334,3.79,37.344,51.384,1.07,325.0,20,47,,
T,2025-04-08 10:25:51,53.46721407,-2.23438876,3.79,37.188,51.384,1.06,333.0,19,47,,
T,2025-04-08 10:25:52,53.46722425,-2.23439421,3.79,37.318,51.384,1.05,331.0,20,47,,
T,2025-04-08 10:25:53,53.46723437,-2.23440231,3.79,37.279,51.384,1.08,328.0,22,47,,
T,2025-04-08 10:25:54,53.46724667,-2.23440807,3.79,37.641,51.384,1.09,336.0,23,47,,
T,2025-04-08 10:25:55,53.4672577,-2.23441392,3.79,37.729,51.384,1.08,331.0,26,47,,
T,2025-04-08 10:25:56,53.46726823,-2.23441878,3.79,37.479,51.384,1.02,330.0,27,47,,
T,2025-04-08 10:25:57,53.46728039,-2.23442273,3.79,37.849,51.384,1.09,344.0,27,47,,
T,2025-04-08 10:25:58,53.4672917,-2.2344294,3.79,37.853,51.384,1.08,336.0,26,47,,
T,2025-04-08 10:25:59,53.46730201,-2.23443254,3.79,38.125,51.384,1.06,347.0,27,47,,
T,2025-04-08 10:26:00,53.46731123,-2.2344387,3.79,38.208,51.384,1.08,335.0,28,47,,
T,2025-04-08 10:26:01,53.46731978,-2.23444588,3.79,38.172,51.384,1.07,332.0,27,47,,
T,2025-04-08 10:26:02,53.46732805,-2.23445449,3.79,38.134,51.384,1.06,326.0,24,47,,
T,2025-04-08 10:26:03,53.46733723,-2.23446215,3.79,38.129,51.384,1.04,331.0,23,47,,
T,2025-04-08 10:26:04,53.4673466,-2.23446855,3.79,38.127,51.384,1.03,337.0,26,47,,
T,2025-04-08 10:26:05,53.46735545,-2.23447592,3.79,37.639,51.384,1.05,338.0,26,47,,
T,2025-04-08 10:26:06,53.46736326,-2.23448507,3.79,37.744,51.384,1.06,327.0,24,47,,
T,2025-04-08 10:26:07,53.46737228,-2.23449011,3.79,37.845,51.384,1.1,345.0,24,47,,
T,2025-04-08 10:26:08,53.46737944,-2.23449852,3.79,37.667,51.384,1.08,332.0,23,47,,
T,2025-04-08 10:26:09,53.46738556,-2.23450639,3.79,37.135,51.384,1.07,333.0,23,47,,
T,2025-04-08 10:26:10,53.46739479,-2.23451593,3.79,37.234,51.384,1.08,328.0,19,47,,
T,2025-04-08 10:26:11,53.46740488,-2.23452706,3.79,37.409,51.384,1.08,324.0,21,47,,
T,2025-04-08 10:26:12,53.46741365,-2.2345382,3.79,36.93,51.384,1.1,321.0,22,47,,
T,2025-04-08 10:26:13,53.46742267,-2.23454743,3.79,36.944,51.384,1.12,330.0,22,47,,
