type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-04-08 11:22:34,53.4739252,-2.23705777,3.79,42.676,51.39,1.32,157.0,31,44,,
T,2025-04-08 11:22:35,53.47391351,-2.23704601,3.79,43.007,51.39,1.29,157.0,31,44,,
T,2025-04-08 11:22:36,53.4739016,-2.23703687,3.79,42.812,51.39,1.35,149.0,31,44,,
T,2025-04-08 11:22:37,53.47388892,-2.23702946,3.79,42.516,51.39,1.29,154.0,31,44,,
T,2025-04-08 11:22:38,53.47387561,-2.23702606,3.79,42.374,51.39,1.28,157.0,30,44,,
T,2025-04-08 11:22:39,53.47386262,-2.23702064,3.79,42.686,51.39,1.33,154.0,31,44,,
T,2025-04-08 11:22:40,53.47384866,-2.23701162,3.79,43.412,51.39,1.35,157.0,32,44,,
T,2025-04-08 11:22:41,53.47383634,-2.23700034,3.79,44.105,51.39,1.22,161.0,32,44,,
T,2025-04-08 11:22:42,53.47382341,-2.23699154,3.79,44.38,51.39,1.31,154.0,32,44,,
T,2025-04-08 11:22:43,53.47381096,-2.23698067,3.79,44.48,51.39,1.32,147.0,32,44,,
T,2025-04-08 11:22:44,53.473799,-2.23697253,3.79,44.881,51.39,1.3,150.0,33,44,,
T,2025-04-08 11:22:45,53.47378849,-2.23696349,3.79,45.364,51.39,1.2,157.0,34,44,,
T,2025-04-08 11:22:46,53.47377667,-2.23696233,3.79,45.407,51.39,1.27,172.0,33,44,,
T,2025-04-08 11:22:47,53.47376509,-2.23695793,3.79,45.749,51.39,1.3,163.0,32,44,,
T,2025-04-08 11:22:48,53.47375303,-2.23694636,3.79,46.137,51.39,1.29,149.0,32,44,,
T,2025-04-08 11:22:49,53.47374321,-2.23693671,3.79,46.13,51.39,1.25,155.0,33,44,,
T,2025-04-08 11:22:50,53.4737334,-2.23692666,3.79,46.442,51.39,1.17,148.0,33,44,,
T,2025-04-08 11:22:51,53.47372442,-2.23691793,3.79,46.384,51.39,1.18,154.0,32,44,,
T,2025-04-08 11:22:52,53.47371596,-2.23690976,3.79,45.85,51.39,1.2,158.0,32,44,,
T,2025-04-08 11:22:53,53.47370922,-2.23689948,3.79,45.492,51.39,1.21,151.0,32,44,,
T,2025-04-08 11:22:54,53.47370045,-2.23689077,3.79,45.149,51.39,1.2,158.0,31,44,,
T,2025-04-08 11:22:55,53.47369195,-2.23688667,3.79,44.308,51.39,1.18,173.0,31,44,,
T,2025-04-08 11:22:56,53.47368341,-2.23687745,3.79,44.082,51.39,1.22,156.0,31,44,,
T,2025-04-08 11:22:57,53.47367543,-2.23686998,3.79,43.927,51.39,1.18,160.0,32,44,,
T,2025-04-08 11:22:58,53.47366785,-2.23685884,3.79,43.562,51.39,1.25,146.0,32,44,,
T,2025-04-08 11:22:59,53.47366003,-2.23684663,3.79,43.482,51.39,1.28,146.0,32,44,,
T,2025-04-08 11:23:00,53.47365206,-2.23683554,3.79,43.601,51.39,1.21,148.0,32,44,,
T,2025-04-08 11:23:01,53.47364241,-2.23682533,3.79,43.693,51.39,1.3,152.0,32,44,,
T,2025-04-08 11:23:02,53.47363371,-2.23682031,3.79,43.876,51.39,1.14,163.0,32,44,,
T,2025-04-08 11:23:03,53.47362447,-2.23681364,3.79,44.061,51.39,1.23,158.0,30,44,,
T,2025-04-08 11:23:04,53.47361561,-2.23680548,3.79,44.346,51.39,1.24,155.0,30,44,,
T,2025-04-08 11:23:05,53.47360541,-2.23679582,3.79,44.298,51.39,1.3,156.0,28,44,,
T,2025-04-08 11:23:06,53.47359424,-2.2367871,3.79,44.327,51.39,1.31,157.0,28,44,,
T,2025-04-08 11:23:07,53.47358394,-2.23677714,3.79,44.335,51.389,1.31,156.0,28,44,,
T,2025-04-08 11:23:08,53.47357276,-2.23676864,3.79,44.533,51.389,1.32,159.0,28,44,,
T,2025-04-08 11:23:09,53.47356296,-2.2367549,3.79,44.653,51.389,1.4,143.0,27,44,,
T,2025-04-08 11:23:10,53.47355295,-2.23674318,3.79,45.401,51.389,1.25,138.0,27,44,,
T,2025-04-08 11:23:11,53.47354331,-2.23673194,3.79,45.787,51.389,1.27,141.0,27,44,,
T,2025-04-08 11:23:12,53.47353199,-2.23672337,3.79,46.313,51.389,1.29,156.0,25,44,,
T,2025-04-08 11:23:13,53.47352255,-2.2367147,3.79,46.563,51.389,1.26,156.0,26,44,,
T,2025-04-08 11:23:14,53.47351269,-2.23670837,3.79,46.654,51.389,1.3,164.0,25,44,,
T,2025-04-08 11:23:15,53.47350391,-2.23669514,3.79,46.475,51.389,1.37,142.0,27,44,,
T,2025-04-08 11:23:16,53.47349454,-2.23668559,3.79,46.592,51.389,1.27,154.0,28,44,,
T,2025-04-08 11:23:17,53.47348481,-2.23667785,3.79,46.401,51.389,1.18,157.0,28,44,,
T,2025-04-08 11:23:18,53.47347586,-2.23667273,3.79,46.188,51.389,1.22,158.0,29,44,,
T,2025-04-08 11:23:19,53.47346482,-2.23666712,3.79,46.086,51.389,1.24,172.0,30,44,,
T,2025-04-08 11:23:20,53.47345268,-2.23666141,3.79,46.336,51.389,1.29,164.0,30,44,,
T,2025-04-08 11:23:21,53.47344048,-2.2366614,3.79,46.322,51.389,1.25,171.0,31,44,,
T,2025-04-08 11:23:22,53.47342875,-2.2366522,3.79,46.034,51.389,1.29,160.0,30,44,,
T,2025-04-08 11:23:23,53.47341983,-2.23664143,3.79,45.803,51.389,1.26,152.0,29,44,,
T,2025-04-08 11:23:24,53.47341429,-2.23662474,3.79,45.713,51.389,1.39,125.0,29,44,,
T,2025-04-08 11:23:25,53.47340614,-2.23660556,3.79,45.409,51.389,1.63,130.0,29,44,,
T,2025-04-08 11:23:26,53.47339783,-2.23659593,3.79,45.49,51.389,1.24,148.0,29,44,,
T,2025-04-08 11:23:27,53.47339004,-2.23658974,3.79,45.502,51.389,1.18,154.0,29,44,,
T,2025-04-08 11:23:28,53.47338127,-2.23658296,3.79,45.185,51.389,1.24,151.0,28,44,,
T,2025-04-08 11:23:29,53.47337325,-2.23657746,3.79,45.027,51.389,1.14,157.0,28,44,,
T,2025-04-08 11:23:30,53.47336434,-2.23656966,3.79,45.059,51.389,1.22,151.0,28,44,,
T,2025-04-08 11:23:31,53.47335573,-2.23656087,3.79,45.544,51.389,1.24,151.0,29,44,,
T,2025-04-08 11:23:32,53.47334861,-2.23655445,3.79,45.145,51.389,1.19,149.0,29,44,,
T,2025-04-08 11:23:33,53.47334144,-2.23654738,3.79,44.869,51.389,1.21,151.0,28,44,,
T,2025-04-08 11:23:34,53.47333311,-2.23654508,3.79,44.785,51.389,1.14,165.0,27,44,,
T,2025-04-08 11:23:35,53.47332447,-2.23653688,3.79,44.824,51.389,1.23,150.0,27,44,,
T,2025-04-08 11:23:36,53.47331617,-2.23653205,3.79,44.303,51.389,1.14,158.0,26,44,,
T,2025-04-08 11:23:37,53.47330785,-2.23653231,3.79,43.852,51.389,1.1,169.0,25,44,,
T,2025-04-08 11:23:38,53.47329944,-2.23653221,3.79,43.558,51.389,1.07,169.0,25,44,,
T,2025-04-08 11:23:39,53.4732904,-2.23652682,3.79,43.375,51.389,1.18,159.0,25,44,,
T,2025-04-08 11:23:40,53.47327983,-2.23651982,3.79,43.521,51.389,1.18,154.0,26,44,,
T,2025-04-08 11:23:41,53.47326883,-2.23651307,3.79,43.699,51.389,1.17,154.0,26,44,,
T,2025-04-08 11:23:42,53.47325892,-2.23650641,3.79,43.245,51.389,1.18,155.0,26,44,,
T,2025-04-08 11:23:43,53.47324964,-2.23650104,3.79,42.961,51.389,1.17,157.0,26,44,,
T,2025-04-08 11:23:44,53.47323891,-2.23649396,3.79,42.945,51.389,1.2,156.0,26,44,,
T,2025-04-08 11:23:45,53.473227,-2.23648574,3.79,43.081,51.389,1.22,154.0,25,44,,
T,2025-04-08 11:23:46,53.47321567,-2.23647728,3.79,43.031,51.389,1.16,156.0,26,44,,
T,2025-04-08 11:23:47,53.47320468,-2.23646275,3.79,43.102,51.389,1.28,150.0,27,44,,
T,2025-04-08 11:23:48,53.47319291,-2.23644989,3.79,43.435,51.389,1.27,157.0,27,44,,
T,2025-04-08 11:23:49,53.47318191,-2.23644489,3.79,43.197,51.389,1.2,162.0,29,44,,
T,2025-04-08 11:23:50,53.47317203,-2.23643988,3.79,43.207,51.389,1.25,150.0,29,44,,
T,2025-04-08 11:23:51,53.47316401,-2.23643632,3.79,42.285,51.389,1.25,156.0,29,44,,
T,2025-04-08 11:23:52,53.47315546,-2.2364289,3.79,42.448,51.389,1.27,150.0,30,44,,
T,2025-04-08 11:23:53,53.47314727,-2.23642128,3.79,42.403,51.389,1.3,149.0,31,44,,
T,2025-04-08 11:23:54,53.47313869,-2.23641377,3.79,42.361,51.389,1.29,150.0,31,44,,
T,2025-04-08 11:23:55,53.47312944,-2.23640862,3.79,42.308,51.389,1.21,157.0,31,44,,
T,2025-04-08 11:23:56,53.47311999,-2.23640014,3.79,41.979,51.389,1.2,151.0,32,44,,
T,2025-04-08 11:23:57,53.47311188,-2.23638608,3.79,41.694,51.389,1.32,131.0,31,44,,
T,2025-04-08 11:23:58,53.47310468,-2.23636992,3.79,41.512,51.389,1.22,128.0,31,44,,
T,2025-04-08 11:23:59,53.47310218,-2.23636242,3.79,41.579,51.389,0.64,112.0,30,44,,
T,2025-04-08 11:24:00,53.47310537,-2.23634909,3.79,42.68,51.389,0.0,,30,44,,
T,2025-04-08 11:24:01,53.47310653,-2.23634334,3.79,42.859,51.389,0.0,,31,44,,
T,2025-04-08 11:24:02,53.47310679,-2.23634189,3.81,42.859,51.389,0.0,,31,44,,
T,2025-04-08 11:24:03,53.47310683,-2.23634153,3.79,42.857,51.389,0.0,,31,44,,
T,2025-04-08 11:24:04,53.47310679,-2.23634147,3.82,42.86,51.389,0.0,,30,44,,
T,2025-04-08 11:24:05,53.47310616,-2.2363339,3.79,43.197,51.389,0.53,93.0,30,44,,
T,2025-04-08 11:24:06,53.47310665,-2.23632339,3.83,43.142,51.389,0.72,86.0,30,44,,
T,2025-04-08 11:24:07,53.47310803,-2.2363073,3.81,43.12,51.389,1.18,88.0,30,44,,
T,2025-04-08 11:24:08,53.47311037,-2.23629137,3.84,43.452,51.388,1.09,76.0,30,44,,
T,2025-04-08 11:24:09,53.47311661,-2.2362744,3.79,44.053,51.388,1.22,67.0,30,44,,
T,2025-04-08 11:24:10,53.47312351,-2.23626218,3.79,43.326,51.388,1.2,79.0,30,44,,
T,2025-04-08 11:24:11,53.47312823,-2.23625321,3.79,42.519,51.388,1.2,84.0,30,44,,
T,2025-04-08 11:24:12,53.47313244,-2.23624185,3.79,42.141,51.388,1.24,86.0,30,44,,
T,2025-04-08 11:24:13,53.47313612,-2.23622997,3.79,42.415,51.388,1.24,79.0,30,44,,
T,2025-04-08 11:24:14,53.47313421,-2.23621538,3.79,41.849,51.388,1.39,107.0,30,44,,
T,2025-04-08 11:24:15,53.47312908,-2.23620165,3.79,42.244,51.388,1.23,119.0,31,44,,
T,2025-04-08 11:24:16,53.47312342,-2.23619182,3.79,41.582,51.388,1.23,128.0,32,44,,
T,2025-04-08 11:24:17,53.47311228,-2.23618358,3.82,42.186,51.388,1.39,154.0,32,44,,
T,2025-04-08 11:24:18,53.47310243,-2.23617482,3.93,42.514,51.388,1.23,153.0,32,44,,
T,2025-04-08 11:24:19,53.47309282,-2.2361651,3.97,42.69,51.388,1.21,151.0,31,44,,
T,2025-04-08 11:24:20,53.47308464,-2.23615143,4.04,42.543,51.388,1.22,135.0,30,44,,
T,2025-04-08 11:24:21,53.47307637,-2.23613911,4.13,42.281,51.388,1.17,132.0,30,44,,
T,2025-04-08 11:24:22,53.47306675,-2.23612761,4.18,42.119,51.388,1.25,140.0,29,44,,
T,2025-04-08 11:24:23,53.47305464,-2.23612166,4.21,41.956,51.388,1.29,162.0,29,44,,
T,2025-04-08 11:24:24,53.4730446,-2.23610745,4.26,41.479,51.388,1.42,129.0,29,44,,
T,2025-04-08 11:24:25,53.47303333,-2.2360993,4.44,41.67,51.388,1.19,149.0,28,44,,
T,2025-04-08 11:24:26,53.4730242,-2.23608791,4.55,41.733,51.388,1.19,135.0,29,44,,
T,2025-04-08 11:24:27,53.47301298,-2.23607702,4.62,41.888,51.388,1.28,149.0,29,44,,
T,2025-04-08 11:24:28,53.47300288,-2.23606652,4.88,41.87,51.388,1.2,143.0,29,44,,
T,2025-04-08 11:24:29,53.47299235,-2.23605905,5.15,41.74,51.388,1.17,147.0,30,44,,
T,2025-04-08 11:24:30,53.47298198,-2.23605587,4.99,41.107,51.388,1.23,150.0,30,44,,
T,2025-04-08 11:24:31,53.4729704,-2.23605522,5.06,40.51,51.388,1.14,160.0,30,44,,
T,2025-04-08 11:24:32,53.47295862,-2.23605525,5.35,39.85,51.388,1.19,157.0,30,44,,
T,2025-04-08 11:24:33,53.47294816,-2.2360533,5.34,39.6,51.388,1.18,150.0,31,44,,
T,2025-04-08 11:24:34,53.47293627,-2.23605405,5.25,39.315,51.388,1.21,160.0,31,44,,
T,2025-04-08 11:24:35,53.47292488,-2.23605771,4.97,38.292,51.388,1.18,166.0,31,44,,
T,2025-04-08 11:24:36,53.47291289,-2.2360594,4.88,38.073,51.388,1.17,166.0,31,44,,
T,2025-04-08 11:24:37,53.47290023,-2.23605524,4.73,38.085,51.388,1.28,153.0,31,44,,
T,2025-04-08 11:24:38,53.47288666,-2.23605832,4.61,38.157,51.388,1.22,166.0,31,44,,
T,2025-04-08 11:24:39,53.47287291,-2.23605967,4.47,37.877,51.388,1.23,159.0,31,44,,
T,2025-04-08 11:24:40,53.47286075,-2.23606072,4.52,37.365,51.388,1.1,157.0,31,44,,
T,2025-04-08 11:24:41,53.47284874,-2.23606099,4.3,37.187,51.388,1.09,156.0,31,44,,
T,2025-04-08 11:24:42,53.47283494,-2.23606225,4.21,36.914,51.388,1.18,158.0,31,44,,
T,2025-04-08 11:24:43,53.47282271,-2.23605804,4.2,37.599,51.388,1.17,152.0,31,44,,
T,2025-04-08 11:24:44,53.47281108,-2.23605508,4.34,37.842,51.388,1.16,151.0,31,44,,
T,2025-04-08 11:24:45,53.4727974,-2.23605636,4.31,37.705,51.388,1.19,165.0,31,44,,
T,2025-04-08 11:24:46,53.47278325,-2.23605609,4.31,37.372,51.388,1.23,162.0,31,44,,
T,2025-04-08 11:24:47,53.47277016,-2.23605259,4.34,37.346,51.388,1.2,151.0,31,44,,
T,2025-04-08 11:24:48,53.47275585,-2.23605234,4.33,37.387,51.388,1.2,162.0,32,44,,
T,2025-04-08 11:24:49,53.47274307,-2.23604801,4.25,37.481,51.388,1.25,150.0,32,44,,
T,2025-04-08 11:24:50,53.47272989,-2.23604372,4.36,37.508,51.388,1.24,155.0,31,44,,
T,2025-04-08 11:24:51,53.4727179,-2.23603668,4.21,37.723,51.388,1.25,147.0,31,44,,
T,2025-04-08 11:24:52,53.47270207,-2.2360374,4.07,37.474,51.388,1.32,169.0,32,44,,
T,2025-04-08 11:24:53,53.4726883,-2.23603608,4.0,37.101,51.388,1.23,162.0,32,44,,
T,2025-04-08 11:24:54,53.47267519,-2.2360296,3.99,37.169,51.388,1.32,151.0,29,44,,
T,2025-04-08 11:24:55,53.47266325,-2.23602307,4.03,36.962,51.388,1.24,146.0,29,44,,
T,2025-04-08 11:24:56,53.47265002,-2.2360194,3.79,36.7,51.388,1.27,160.0,30,44,,
T,2025-04-08 11:24:57,53.47263864,-2.23601159,3.79,36.637,51.388,1.29,143.0,32,44,,
T,2025-04-08 11:24:58,53.47262629,-2.2360042,3.79,36.484,51.388,1.26,141.0,32,44,,
T,2025-04-08 11:24:59,53.47260962,-2.23600156,3.79,36.689,51.388,1.33,155.0,32,44,,
T,2025-04-08 11:25:00,53.47259368,-2.23600293,3.79,36.413,51.388,1.22,153.0,32,44,,
T,2025-04-08 11:25:01,53.47257693,-2.23600618,3.79,36.567,51.388,1.28,158.0,32,44,,
T,2025-04-08 11:25:02,53.47256123,-2.23600667,3.79,37.063,51.388,1.25,155.0,32,44,,
T,2025-04-08 11:25:03,53.47254983,-2.23600079,3.79,36.618,51.388,1.31,145.0,32,44,,
T,2025-04-08 11:25:04,53.47254161,-2.23599357,3.79,35.133,51.388,1.22,145.0,33,44,,
T,2025-04-08 11:25:05,53.4725364,-2.23598248,3.79,34.133,51.388,1.26,141.0,33,44,,
T,2025-04-08 11:25:06,53.47252609,-2.23597381,3.79,34.33,51.388,1.31,156.0,32,44,,
T,2025-04-08 11:25:07,53.47251968,-2.23596492,3.79,33.05,51.388,1.24,147.0,30,44,,
T,2025-04-08 11:25:08,53.47251236,-2.23595297,3.79,32.861,51.388,1.28,150.0,29,44,,
T,2025-04-08 11:25:09,53.47250222,-2.23594258,3.79,33.601,51.388,1.25,149.0,29,44,,
T,2025-04-08 11:25:10,53.472492,-2.23593057,3.79,34.162,51.388,1.28,154.0,29,44,,
T,2025-04-08 11:25:11,53.47248039,-2.23591945,3.79,35.579,51.388,1.27,160.0,29,44,,
T,2025-04-08 11:25:12,53.47246722,-2.23590942,3.79,36.098,51.388,1.32,153.0,29,44,,
T,2025-04-08 11:25:13,53.47245405,-2.23590056,3.79,36.776,51.388,1.26,151.0,29,44,,
T,2025-04-08 11:25:14,53.47244025,-2.23589425,3.79,36.671,51.388,1.27,155.0,29,44,,
T,2025-04-08 11:25:15,53.47242767,-2.23588475,3.79,37.344,51.388,1.27,151.0,29,44,,
T,2025-04-08 11:25:16,53.47241491,-2.23587078,3.79,37.583,51.388,1.26,148.0,28,44,,
T,2025-04-08 11:25:17,53.47240153,-2.23585428,3.79,38.718,51.388,1.34,146.0,28,44,,
T,2025-04-08 11:25:18,53.47238876,-2.2358378,3.79,40.255,51.388,1.27,145.0,28,44,,
T,2025-04-08 11:25:19,53.47237615,-2.23582571,3.79,41.222,51.387,1.29,148.0,28,44,,
T,2025-04-08 11:25:20,53.47236564,-2.23581571,3.79,42.533,51.387,1.17,148.0,29,44,,
T,2025-04-08 11:25:21,53.47235969,-2.23579486,3.79,43.426,51.387,1.61,107.0,29,44,,
T,2025-04-08 11:25:22,53.47235434,-2.23577977,3.79,43.652,51.387,1.26,112.0,29,44,,
T,2025-04-08 11:25:23,53.47235076,-2.23577091,3.79,43.793,51.387,0.93,138.0,29,44,,
T,2025-04-08 11:25:24,53.47235168,-2.23575153,3.79,43.594,51.387,1.29,113.0,29,44,,
T,2025-04-08 11:25:25,53.47235557,-2.23575013,3.79,43.293,51.387,0.0,,30,44,,
T,2025-04-08 11:25:26,53.47235682,-2.2357506,3.79,43.296,51.387,0.0,,29,44,,
T,2025-04-08 11:25:27,53.47235716,-2.2357506,3.79,43.301,51.387,0.0,,29,44,,
T,2025-04-08 11:25:28,53.47235726,-2.23575055,3.79,43.304,51.387,0.0,,29,44,,
T,2025-04-08 11:25:29,53.47235732,-2.23575045,3.79,43.308,51.387,0.0,,29,44,,
T,2025-04-08 11:25:30,53.4723573,-2.23575035,3.79,43.324,51.387,0.0,,29,44,,
T,2025-04-08 11:25:31,53.47235735,-2.2357502,3.79,43.318,51.387,0.0,,30,44,,
T,2025-04-08 11:25:32,53.47235739,-2.23575012,3.81,43.306,51.387,0.0,,30,44,,
T,2025-04-08 11:25:33,53.4723574,-2.23574995,3.86,43.326,51.387,0.0,,30,44,,
T,2025-04-08 11:25:34,53.47235744,-2.23574968,3.84,43.339,51.387,0.0,,30,44,,
T,2025-04-08 11:25:35,53.47235747,-2.23574947,3.79,43.348,51.387,0.0,,30,44,,
T,2025-04-08 11:25:36,53.47235749,-2.2357493,3.79,43.359,51.387,0.0,,30,44,,
T,2025-04-08 11:25:37,53.47235752,-2.23574915,3.79,43.368,51.387,0.0,,29,44,,
T,2025-04-08 11:25:38,53.47235756,-2.23574898,3.79,43.372,51.387,0.0,,28,44,,
T,2025-04-08 11:25:39,53.47235764,-2.23574879,3.82,43.37,51.387,0.0,,27,44,,
T,2025-04-08 11:25:40,53.47235774,-2.23574864,3.84,43.373,51.387,0.0,,26,44,,
T,2025-04-08 11:25:41,53.47236119,-2.23574665,3.9,43.112,51.387,0.0,,25,44,,
T,2025-04-08 11:25:42,53.47236417,-2.23574416,3.89,43.103,51.387,0.0,,27,44,,
T,2025-04-08 11:25:43,53.47236485,-2.23574349,3.96,43.11,51.387,0.0,,27,44,,
T,2025-04-08 11:25:44,53.47236498,-2.23574322,4.05,43.106,51.387,0.0,,29,44,,
T,2025-04-08 11:25:45,53.47236499,-2.23574308,4.18,43.098,51.387,0.0,,29,44,,
T,2025-04-08 11:25:46,53.47236495,-2.23574288,4.24,43.11,51.387,0.0,,29,44,,
T,2025-04-08 11:25:47,53.47236492,-2.23574271,4.21,43.119,51.387,0.0,,29,44,,
T,2025-04-08 11:25:48,53.47236486,-2.2357425,4.22,43.133,51.387,0.0,,27,44,,
T,2025-04-08 11:25:49,53.47236675,-2.23573646,4.22,41.839,51.387,0.24,107.0,27,44,,
T,2025-04-08 11:25:50,53.47236417,-2.23572802,4.11,39.911,51.387,0.66,162.0,27,44,,
T,2025-04-08 11:25:51,53.47236033,-2.23571647,4.24,38.842,51.387,0.89,147.0,29,44,,
T,2025-04-08 11:25:52,53.47235645,-2.23569744,4.14,38.467,51.387,1.25,146.0,29,44,,
T,2025-04-08 11:25:53,53.4723524,-2.23567859,4.0,39.051,51.387,1.26,147.0,29,44,,
T,2025-04-08 11:25:54,53.47235028,-2.23565481,4.01,39.178,51.387,1.23,144.0,30,44,,
T,2025-04-08 11:25:55,53.4723462,-2.2356321,3.9,39.188,51.387,1.34,142.0,30,44,,
T,2025-04-08 11:25:56,53.47234505,-2.23561548,3.88,38.176,51.387,1.22,147.0,30,44,,
T,2025-04-08 11:25:57,53.4723418,-2.23560196,3.87,37.989,51.387,1.21,159.0,32,44,,
T,2025-04-08 11:25:58,53.47233832,-2.23558669,3.82,37.798,51.387,1.12,152.0,31,44,,
T,2025-04-08 11:25:59,53.47233654,-2.23557097,3.79,37.772,51.387,0.89,147.0,31,44,,
T,2025-04-08 11:26:00,53.47233338,-2.23555505,3.79,37.318,51.387,1.1,146.0,30,44,,
T,2025-04-08 11:26:01,53.47232976,-2.23553828,3.79,37.489,51.387,1.07,141.0,29,44,,
T,2025-04-08 11:26:02,53.4723126,-2.23554498,3.79,37.992,51.387,2.38,202.0,29,44,,
T,2025-04-08 11:26:03,53.47230421,-2.23555159,3.99,39.072,51.387,1.26,216.0,29,44,,
T,2025-04-08 11:26:04,53.47229839,-2.23555703,3.89,37.32,51.387,1.15,214.0,30,44,,
T,2025-04-08 11:26:05,53.47229331,-2.23554815,3.79,38.578,51.387,0.97,163.0,30,44,,
T,2025-04-08 11:26:06,53.47228894,-2.23553781,3.79,37.183,51.387,1.26,153.0,29,44,,
T,2025-04-08 11:26:07,53.47228587,-2.23552356,3.8,36.893,51.387,1.25,138.0,28,44,,
T,2025-04-08 11:26:08,53.47227951,-2.23550873,3.79,38.108,51.387,1.23,143.0,29,44,,
T,2025-04-08 11:26:09,53.47227475,-2.23549223,3.79,38.599,51.387,1.1,142.0,29,44,,
T,2025-04-08 11:26:10,53.47227271,-2.23547965,3.79,38.205,51.387,0.75,146.0,30,44,,
T,2025-04-08 11:26:11,53.47226867,-2.23546253,3.79,38.805,51.387,1.07,143.0,32,44,,
T,2025-04-08 11:26:12,53.47227047,-2.23545776,3.79,38.808,51.387,0.0,,32,44,,
T,2025-04-08 11:26:13,53.47227118,-2.2354569,3.79,38.863,51.387,0.0,,34,44,,
T,2025-04-08 11:26:14,53.47227126,-2.23545651,3.85,38.929,51.387,0.0,,34,44,,
T,2025-04-08 11:26:15,53.47227121,-2.23545626,3.91,38.983,51.387,0.0,,33,44,,
T,2025-04-08 11:26:16,53.47227007,-2.2354503,3.91,39.188,51.387,0.3,122.0,32,44,,
T,2025-04-08 11:26:17,53.47226741,-2.23543958,3.86,40.339,51.387,0.71,127.0,30,44,,
T,2025-04-08 11:26:18,53.47226548,-2.23542689,3.79,40.933,51.387,0.85,120.0,30,44,,
T,2025-04-08 11:26:19,53.47226406,-2.2354131,3.79,41.575,51.387,0.91,130.0,30,44,,
T,2025-04-08 11:26:20,53.47226236,-2.23539643,3.79,41.07,51.387,1.03,121.0,30,44,,
T,2025-04-08 11:26:21,53.47226088,-2.23537903,3.79,42.018,51.387,1.01,111.0,31,44,,
T,2025-04-08 11:26:22,53.47226578,-2.23536083,3.79,41.348,51.387,0.88,94.0,30,44,,
T,2025-04-08 11:26:23,53.47227498,-2.23534098,3.79,40.868,51.387,0.94,66.0,32,44,,
T,2025-04-08 11:26:24,53.47228408,-2.23532091,3.79,40.637,51.387,0.89,62.0,31,44,,
T,2025-04-08 11:26:25,53.4722936,-2.23530374,3.79,40.627,51.387,0.89,58.0,31,44,,
T,2025-04-08 11:26:26,53.47230062,-2.23528397,3.79,41.427,51.386,0.98,67.0,33,44,,
T,2025-04-08 11:26:27,53.47231048,-2.23526814,3.79,41.356,51.386,1.11,52.0,33,44,,
T,2025-04-08 11:26:28,53.47232271,-2.23525723,3.79,41.255,51.386,1.02,37.0,33,45,,
T,2025-04-08 11:26:29,53.47233474,-2.23524639,3.79,40.572,51.386,0.92,43.0,33,45,,
T,2025-04-08 11:26:30,53.47234666,-2.23523353,3.79,40.273,51.386,0.95,48.0,33,45,,
T,2025-04-08 11:26:31,53.47235622,-2.23521952,3.79,40.33,51.386,0.99,64.0,33,45,,
T,2025-04-08 11:26:32,53.47236256,-2.23520721,3.79,40.14,51.386,0.89,66.0,33,45,,
T,2025-04-08 11:26:33,53.47236934,-2.23519548,3.79,39.904,51.386,0.92,66.0,33,45,,
T,2025-04-08 11:26:34,53.47237559,-2.23518068,3.79,39.858,51.386,0.96,67.0,34,45,,
T,2025-04-08 11:26:35,53.47238124,-2.23516797,3.79,39.845,51.386,0.92,66.0,34,45,,
T,2025-04-08 11:26:36,53.47238775,-2.23515656,3.79,40.154,51.386,0.98,47.0,34,45,,
T,2025-04-08 11:26:37,53.47239098,-2.23513927,3.79,40.284,51.386,1.07,75.0,34,45,,
T,2025-04-08 11:26:38,53.47239287,-2.23512337,3.79,40.468,51.386,0.94,77.0,34,45,,
T,2025-04-08 11:26:39,53.4723958,-2.23510806,3.79,40.255,51.386,0.95,76.0,34,45,,
T,2025-04-08 11:26:40,53.47239926,-2.23509148,3.79,40.011,51.386,1.04,94.0,34,45,,
T,2025-04-08 11:26:41,53.472403,-2.23507678,3.79,39.771,51.386,0.98,86.0,34,45,,
T,2025-04-08 11:26:42,53.47240573,-2.23505973,3.79,39.744,51.386,1.04,98.0,33,45,,
T,2025-04-08 11:26:43,53.47240646,-2.23504145,3.79,39.301,51.386,1.11,112.0,33,45,,
T,2025-04-08 11:26:44,53.47240169,-2.23502526,3.79,39.27,51.386,1.12,124.0,33,45,,
T,2025-04-08 11:26:45,53.47239419,-2.23500926,3.79,39.605,51.386,1.15,131.0,32,45,,
T,2025-04-08 11:26:46,53.47238635,-2.23499671,3.79,39.463,51.386,1.1,144.0,32,45,,
T,2025-04-08 11:26:47,53.4723794,-2.2349812,3.79,39.849,51.386,1.18,141.0,34,45,,
T,2025-04-08 11:26:48,53.47237188,-2.23496612,3.79,39.789,51.386,1.14,140.0,35,45,,
T,2025-04-08 11:26:49,53.47236404,-2.23495016,3.79,39.837,51.386,1.08,137.0,35,45,,
T,2025-04-08 11:26:50,53.47235753,-2.23493403,3.79,39.837,51.386,1.12,133.0,33,45,,
T,2025-04-08 11:26:51,53.47235258,-2.23491688,3.79,39.967,51.386,1.08,119.0,33,45,,
T,2025-04-08 11:26:52,53.47234708,-2.23490121,3.79,40.292,51.386,1.07,124.0,32,45,,
